channel,direction,start_time,packet_len,packet_content,start_byte,valid_start
bidirectionalExtensionBoard,unknown,9.81969725,1,FF,0xFF,False
wifiBrown,toACdisplay,9.81980025,1,FF,0xFF,False
mainboardBlue,fromACmainboard,9.8477395,1,FF,0xFF,False
mainboardGrey,toACmainboard,10.67428775,10,AA FF 0A 95 E7 0F 59 01 31 E1,0xAA,True
bidirectionalExtensionBoard,toACdisplay,10.6988195,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 DA AD 00 7C,0xAA,True
mainboardBlue,fromACmainboard,10.704455,10,AA FF 0A 95 E7 0F 59 01 31 E1,0xAA,True
mainboardGrey,toACmainboard,10.75437325,21,AA 50 15 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AB EA,0xAA,True
mainboardBlue,fromACmainboard,10.796132,64,AA 50 40 96 04 20 00 0C 18 41 00 0E 0D 0A 00 23 1E 10 1E 10 1E 10 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA A0,0xAA,True
mainboardGrey,toACmainboard,10.8947065,36,AA 20 24 02 48 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 B9,0xAA,True
mainboardBlue,fromACmainboard,10.95332225,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,11.01452625,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,11.0447285,64,AA 30 40 DE 08 2E 09 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0D 8B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA 9B,0xAA,True
mainboardGrey,toACmainboard,11.1450225,36,AA 20 24 02 48 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 B9,0xAA,True
mainboardBlue,fromACmainboard,11.2024295,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,11.26474875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,11.318611,64,AA 31 40 00 00 32 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 00 64 00 F0 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 0F 27,0xAA,True
mainboardGrey,toACmainboard,11.424887,36,AA 20 24 02 48 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 B9,0xAA,True
mainboardBlue,fromACmainboard,11.483257,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,11.54450175,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,11.574713,64,AA 30 40 DE 08 2E 09 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0D 8B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA 9B,0xAA,True
mainboardGrey,toACmainboard,11.67507925,36,AA 20 24 02 48 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 B9,0xAA,True
mainboardBlue,fromACmainboard,11.732369,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,11.7948235,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,11.84851575,64,AA 31 40 00 00 32 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 00 64 00 F0 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 0F 27,0xAA,True
bidirectionalExtensionBoard,toACdisplay,11.8585585,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 DA AD 00 7C,0xAA,True
mainboardGrey,toACmainboard,11.95506425,36,AA 20 24 02 48 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 B9,0xAA,True
mainboardBlue,fromACmainboard,12.012976,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,12.056622,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 00 A5 66 7F 7F 00 00 00 00 00 5F FF 09 00 07 00 00 00 00 00 00 00 01 00 00 00 00 00 00 EE 00 EF,0x55,True
mainboardGrey,toACmainboard,12.074827,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,12.1059585,64,AA 30 40 DE 08 2E 09 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0D 8B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA 9B,0xAA,True
