channel,start_time,packet_len,packet_content,start_byte,valid_start
mainboardBlue,45.85954625,64,AA 30 40 88 09 92 09 1A 04 84 03 26 17 0F 00 01 A8 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 AE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B2 25,0xAA,True
mainboardGrey,45.958865875,36,AA 20 24 04 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 89,0xAA,True
mainboardBlue,46.01661675,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
bidirectionalExtensionBoard,46.033940875,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 94 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 62 00 00 00 00 80 80 80 80 00 00 86 00 EF,0x55,True
mainboardGrey,46.078269375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
wifiBrown,46.094176625,37,AA 24 AC 00 00 00 00 00 00 02 40 43 8A E5 7F 7F FF 30 00 10 00 00 00 00 00 00 00 00 00 9E 00 00 00 00 85 B6 26,0xAA,True
mainboardBlue,46.131951,64,AA 31 40 00 55 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 02 B4,0xAA,True
wifiOrange,46.1880465,41,AA 28 AC 00 00 00 00 00 02 02 C0 01 8A 66 7F 7F 00 00 00 00 00 62 44 0E 70 04 00 00 00 00 00 00 00 01 00 00 00 00 85 82 49,0xAA,True
mainboardGrey,46.238544,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,46.29625125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,46.35836375,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,46.39091125,64,AA 30 40 88 09 92 09 1A 04 84 03 26 17 0F 00 01 A8 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 AE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B2 25,0xAA,True
mainboardGrey,46.498596625,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,46.556594625,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,46.618526625,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,46.672875625,64,AA 31 40 00 55 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 02 B4,0xAA,True
wifiBrown,46.718614625,23,AA 16 AC 00 00 00 00 00 00 03 B1 04 48 00 09 00 0A 00 42 00 4F 18 82,0xAA,True
mainboardGrey,46.77869875,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
wifiOrange,46.7980005,35,AA 22 AC 00 00 00 00 00 02 03 B1 04 48 00 00 01 64 09 00 00 01 00 0A 00 00 01 00 42 00 00 01 01 00 E3 8F,0xAA,True
mainboardBlue,46.836774125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,46.8982315,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,46.9293375,64,AA 30 40 88 09 92 09 E8 03 84 03 26 17 0F 00 01 A8 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 AE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 4A,0xAA,True
bidirectionalExtensionBoard,46.93534125,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A1 3F CB 00 17,0xAA,True
mainboardGrey,47.028513375,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,47.087083125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
bidirectionalExtensionBoard,47.133996,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 17 0F 00 01 E4 03 4E 4F 46 44 1D 00 00 00 00 00 00 00 00 00 B6 00 EF,0x55,True
mainboardGrey,47.1582615,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,47.211665875,64,AA 31 40 00 55 26 1B 61 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 02 B4,0xAA,True
mainboardGrey,47.318401125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,47.376518625,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,47.438287375,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,47.46934775,64,AA 30 40 88 09 92 09 E8 03 84 03 26 17 0F 00 01 A8 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 AE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 4A,0xAA,True
mainboardGrey,47.56838875,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,47.62655775,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,47.68803175,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,47.741511375,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 57 69,0xAA,True
mainboardGrey,47.848587125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,47.905992875,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,47.967868125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,47.997969375,64,AA 30 40 88 09 92 09 E8 03 84 03 26 17 0F 00 01 A8 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C5 4F,0xAA,True
bidirectionalExtensionBoard,48.034662,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2B 89 40 00 CD,0xAA,True
mainboardGrey,48.098572625,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,48.156728625,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,48.22821375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,48.23150975,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 42 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 18 00 EF,0x55,True
mainboardBlue,48.281499125,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 57 69,0xAA,True
mainboardGrey,48.388245625,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,48.446609125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,48.507929125,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,48.539067125,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 38,0xAA,True
mainboardGrey,48.63824775,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,48.696272875,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,48.757901125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,48.811525875,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 1B FF 01 01 00 01 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 57 69,0xAA,True
mainboardGrey,48.918223875,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,48.977776125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,49.047697875,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,49.0779535,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF 66,0xAA,True
bidirectionalExtensionBoard,49.135005125,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 91 B7 00 C5,0xAA,True
mainboardGrey,49.178385,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,49.236368125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,49.297826625,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,49.333457875,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 03 00 00 00 00 00 08 4C 3E 72 AC B3 00 39 00 00 00 00 00 00 00 AA 00 EF,0x55,True
mainboardBlue,49.352314625,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 4E 76,0xAA,True
mainboardGrey,49.458274875,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,49.516557,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,49.577642,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,49.6081685,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF 66,0xAA,True
mainboardGrey,49.708060125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
wifiOrange,49.75970075,33,AA 20 AC 00 00 00 00 00 02 05 A0 1D 80 66 7F 7F 00 00 00 00 00 07 00 00 00 00 00 00 00 00 85 8A 76,0xAA,True
mainboardBlue,49.766249625,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
wifiBrown,49.813935875,33,AA 20 AC 00 00 00 00 00 02 05 A0 1D 80 66 7F 7F 00 00 00 00 00 07 00 00 00 00 00 00 00 00 85 8A 76,0xAA,True
mainboardGrey,49.82769525,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,49.881679,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 4E 76,0xAA,True
mainboardGrey,49.98821725,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,50.04603125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,50.1076655,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,50.138651125,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF 66,0xAA,True
bidirectionalExtensionBoard,50.233325875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D 25 72 00 31,0xAA,True
mainboardGrey,50.23795125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,50.295505375,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,50.357628375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,50.4115385,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 4E 76,0xAA,True
bidirectionalExtensionBoard,50.431469,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 01 8A 66 7F 7F 00 00 00 00 00 62 44 0E 70 04 00 00 00 00 00 00 00 01 00 00 00 00 00 00 4E 00 EF,0x55,True
mainboardGrey,50.517975625,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,50.575854375,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,50.6375375,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,50.668251125,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF 66,0xAA,True
mainboardGrey,50.7678415,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,50.825521625,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,50.88748075,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,50.94193275,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FF 03 02 06 00 9B 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 4E 76,0xAA,True
mainboardGrey,51.047820125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,51.10620725,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,51.167386875,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,51.1984005,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF 66,0xAA,True
mainboardGrey,51.298014,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
bidirectionalExtensionBoard,51.332671,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 80 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 5D 19 00 F9,0xAA,True
mainboardBlue,51.355407125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,51.41738775,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,51.471836625,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FE 04 02 06 00 DA 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 87 FE,0xAA,True
bidirectionalExtensionBoard,51.531139125,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 84 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 64 00 00 00 00 80 80 80 80 00 00 94 00 EF,0x55,True
mainboardGrey,51.57790725,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,51.636242125,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,51.7074835,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,51.738303125,64,AA 30 40 88 09 92 09 E8 03 84 03 27 17 0F 00 01 A7 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 38,0xAA,True
mainboardGrey,51.83790025,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,51.8957805,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,51.9574775,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,52.0113135,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FE 04 02 06 00 DA 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 87 FE,0xAA,True
mainboardGrey,52.117582375,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,52.175979375,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,52.23736875,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,52.26841375,64,AA 30 40 88 09 92 09 B6 03 7A 03 27 17 0F 00 02 A6 03 57 57 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 56 FA,0xAA,True
mainboardGrey,52.367761875,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,52.426645875,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
bidirectionalExtensionBoard,52.43197725,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 45 B7 27 00 9F,0xAA,True
mainboardGrey,52.49741075,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,52.55162,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FE 04 02 06 00 DA 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 87 FE,0xAA,True
bidirectionalExtensionBoard,52.62869175,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 17 0F 00 02 E2 03 4E 4F 45 43 1E 00 00 00 00 00 00 00 00 00 B8 00 EF,0x55,True
mainboardGrey,52.6576575,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,52.71598475,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
wifiOrange,52.759154375,44,AA 2B AC 00 00 00 00 00 02 04 A1 00 01 0A DF 00 00 00 00 00 00 00 00 62 43 00 00 00 94 00 00 00 00 00 00 00 00 00 00 00 00 85 D5 05,0xAA,True
mainboardGrey,52.77731825,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,52.808180875,64,AA 30 40 88 09 92 09 B6 03 7A 03 27 17 0F 00 02 A6 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 25 2C,0xAA,True
mainboardGrey,52.90755125,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,52.96573575,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,53.027234,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,53.081463625,64,AA 31 40 00 55 26 1B 57 3E 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 15 FF 02 01 00 02 00 00 00 00 00 FE 04 02 06 00 DA 00 64 00 64 00 00 64 00 F0 39 01 00 00 00 00 00 00 00 00 00 00 00 87 FE,0xAA,True
mainboardGrey,53.187304625,36,AA 20 24 03 52 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 C3,0xAA,True
mainboardBlue,53.24472375,29,AA 20 1D 03 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 C8 F7,0xAA,True
mainboardGrey,53.307251625,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,53.3380175,64,AA 30 40 88 09 92 09 B6 03 7A 03 27 17 0F 00 02 A6 03 57 56 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 4C 3E 72 AC B3 00 01 0A DF 00 06 A4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 25 2C,0xAA,True
