channel,start_time,packet_len,packet_content,start_byte,valid_start
mainboardGrey,2.05392925,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,2.111844125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,2.173562375,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,2.20462625,64,AA 30 40 C4 09 92 09 4C 04 8E 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C C3,0xAA,True
mainboardGrey,2.30393925,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,2.36168025,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,2.423641125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
bidirectionalExtensionBoard,2.466336875,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 24 C8 47 00 8E,0xAA,True
mainboardBlue,2.478201875,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
mainboardGrey,2.584000125,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,2.641922125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,2.663499125,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 42 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 06 00 EF,0x55,True
mainboardGrey,2.70364725,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,2.73484875,64,AA 30 40 C4 09 92 09 4C 04 8E 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C C3,0xAA,True
mainboardGrey,2.834124875,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,2.892386,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,2.953630125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,3.0079895,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
mainboardGrey,3.11402825,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,3.17141525,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,3.233705,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,3.264875,64,AA 30 40 C4 09 92 09 4C 04 8E 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C C3,0xAA,True
mainboardGrey,3.364020125,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,3.42203675,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,3.48382875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,3.5375855,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
bidirectionalExtensionBoard,3.565545625,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AC 4D BE 00 09,0xAA,True
mainboardGrey,3.6440885,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,3.702814375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,3.763232875,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 03 00 00 00 00 00 08 00 1B 72 AF B3 00 00 00 00 00 00 00 00 00 4F 00 EF,0x55,True
mainboardGrey,3.773507375,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,3.80408425,64,AA 30 40 C4 09 92 09 4C 04 8E 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C C3,0xAA,True
mainboardGrey,3.90396775,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,3.961991375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,4.023771875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,4.078161625,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
mainboardGrey,4.183945,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,4.241157375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,4.30353625,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,4.33467725,64,AA 30 40 C4 09 92 09 4C 04 8E 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C C3,0xAA,True
mainboardGrey,4.433935375,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,4.491866,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,4.5536405,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,4.60754675,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
bidirectionalExtensionBoard,4.664740625,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 36 05 79 00 51,0xAA,True
mainboardGrey,4.713817,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,4.7717515,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,4.833719375,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
bidirectionalExtensionBoard,4.863183875,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 01 86 66 7F 7F 00 00 80 00 00 64 44 0A 70 10 00 00 00 00 00 00 00 01 00 00 00 00 00 00 C8 00 EF,0x55,True
mainboardBlue,4.86430325,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
mainboardGrey,4.96390325,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,5.021795,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,5.083731375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,5.13813375,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 02 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 17 10,0xAA,True
mainboardGrey,5.243786,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,5.301075125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,5.36346925,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,5.394527875,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
mainboardGrey,5.493792625,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,5.551652875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,5.613589,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,5.6676015,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 01 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 B8 70,0xAA,True
bidirectionalExtensionBoard,5.7638945,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 80 84 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 39 20 00 1D,0xAA,True
mainboardGrey,5.7737,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,5.83128625,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,5.893288875,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,5.924757,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
bidirectionalExtensionBoard,5.9611205,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 84 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 60 00 00 00 00 80 80 80 80 00 00 98 00 EF,0x55,True
mainboardGrey,6.02388525,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,6.081721375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,6.143420625,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,6.197429625,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 01 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 B8 70,0xAA,True
mainboardGrey,6.303608,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,6.361322875,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,6.423214875,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,6.4540795,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
mainboardGrey,6.55362525,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,6.611656375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,6.673350125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,6.727958875,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 01 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 B8 70,0xAA,True
mainboardGrey,6.83376475,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
bidirectionalExtensionBoard,6.8648715,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3E 6F 2E 00 E7,0xAA,True
mainboardBlue,6.891562375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,6.953331,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,6.984182625,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
bidirectionalExtensionBoard,7.0629055,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 00 00 01 01 E8 03 50 4F 47 44 1C 00 00 00 00 00 00 00 00 00 D5 00 EF,0x55,True
mainboardGrey,7.083832,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,7.1420095,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,7.20334925,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,7.257998875,64,AA 31 40 00 4A 26 1B 00 1B 00 00 00 00 33 07 00 B7 88 33 B1 1E 00 11 16 00 00 00 00 00 00 00 00 00 00 FF 03 00 00 00 01 00 64 00 64 00 00 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 B8 70,0xAA,True
mainboardGrey,7.36350725,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
mainboardBlue,7.420832125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,7.483199375,10,AA 30 0A 01 FF 03 00 50 54 1F,0xAA,True
mainboardBlue,7.514014875,64,AA 30 40 C4 09 92 09 1A 04 84 03 25 00 00 01 01 AC 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 08 00 1B 72 AF B3 00 01 0A DF 00 00 50 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 E7,0xAA,True
mainboardGrey,7.613515875,36,AA 20 24 03 4A 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 82,0xAA,True
wifiBrown,7.635939875,33,AA 20 AC 00 00 00 00 00 00 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 94 D8,0xAA,True
mainboardBlue,7.67162575,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
wifiOrange,7.722884,41,AA 28 AC 00 00 00 00 00 02 03 C0 01 86 66 7F 7F 00 00 80 00 00 64 44 0A 70 00 00 00 00 00 00 00 00 01 00 00 00 00 04 92 43,0xAA,True
mainboardGrey,7.733288375,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
wifiBrown,7.77955225,25,AA 18 AC 00 00 00 00 00 00 03 B1 05 48 00 09 00 39 00 0A 00 42 00 3E C7 A8,0xAA,True
