channel,direction,start_time,packet_len,packet_content,start_byte,valid_start
mainboardBlue,fromACmainboard,2.20708025,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 65 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 68 C8,0xAA,True
mainboardGrey,toACmainboard,2.31312725,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,2.371343,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,2.43269925,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,2.46358275,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4D 50 5A 00 06 A2 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 AA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 79 B0,0xAA,True
Channel 6,toACbusadapter_HAHB,2.47680275,16,AA C4 06 00 00 00 A5 5A 00 00 00 00 00 3B FC 55,0xAA,True
mainboardGrey,toACmainboard,2.56294625,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,2.620422,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,2.682633,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,2.737252,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
Channel 6,toACbusadapter_HAHB,2.77693375,32,AA D0 20 01 00 90 80 5E 00 00 00 00 00 00 00 04 19 00 A2 06 00 00 00 00 00 00 00 00 00 C9 13 55,0xAA,True
mainboardGrey,toACmainboard,2.84295875,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,2.90091625,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,2.96250075,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
bidirectionalExtensionBoard,toACdisplay,2.98212625,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 52 63 00 04,0xAA,True
mainboardBlue,fromACmainboard,2.99317125,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4D 50 5A 00 06 A2 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 AA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 79 B0,0xAA,True
Channel 6,toACbusadapter_HAHB,3.0768355,16,AA C4 00 00 00 00 A5 5A 00 00 00 00 00 3B 02 55,0xAA,True
mainboardGrey,toACmainboard,3.0931035,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
Channel 7,fromACbusadapter_HAHB,3.09700425,32,AA C4 00 00 00 00 05 00 02 30 0E 00 00 00 00 00 90 80 5E BC D6 30 8E 00 00 00 00 00 00 00 39 55,0xAA,True
mainboardBlue,fromACmainboard,3.1510345,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,3.180364,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 50 5A 00 06 DE 03 55 7F 37 3A 33 00 00 00 00 00 00 00 00 00 FF 00 EF,0x55,True
mainboardGrey,toACmainboard,3.212739,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,3.266637,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
mainboardGrey,toACmainboard,3.37277325,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
Channel 6,toACbusadapter_HAHB,3.376977,16,AA C0 00 00 00 00 00 00 00 00 00 00 00 3F 01 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,3.396923,32,AA C0 00 00 00 00 10 30 94 80 5E 5F 89 00 2D 00 FF 00 00 20 00 00 00 00 00 00 00 FF 00 00 5B 55,0xAA,True
mainboardBlue,fromACmainboard,3.43117725,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,3.49243575,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,3.52346775,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4D 50 5A 00 06 A2 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 AA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 79 B0,0xAA,True
mainboardGrey,toACmainboard,3.622969,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
Channel 6,toACbusadapter_HAHB,3.67704525,16,AA C4 00 00 00 00 A5 5A 00 00 00 00 00 3B 02 55,0xAA,True
mainboardBlue,fromACmainboard,3.6817685,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
Channel 7,fromACbusadapter_HAHB,3.6969165,32,AA C4 00 00 00 00 05 00 02 30 0E 00 00 00 00 00 90 80 5E BC D6 30 8E 00 00 00 00 00 00 00 39 55,0xAA,True
mainboardGrey,toACmainboard,3.75249125,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,3.80576225,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
mainboardGrey,toACmainboard,3.91274725,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,3.9707865,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
Channel 6,toACbusadapter_HAHB,3.977218,32,AA D0 20 01 00 90 80 5E 00 00 00 00 00 00 00 04 19 00 A2 06 00 00 00 00 00 00 00 00 00 C9 13 55,0xAA,True
mainboardGrey,toACmainboard,4.03240475,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,4.06403775,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4E 50 5A 00 06 A3 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 B4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ED 30,0xAA,True
bidirectionalExtensionBoard,toACdisplay,4.08123225,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 91 C5 DA 00 91,0xAA,True
mainboardGrey,toACmainboard,4.163048,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,4.2220725,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
Channel 6,toACbusadapter_HAHB,4.2771615,16,AA C4 07 00 00 00 A5 5A 00 00 00 00 00 3B FB 55,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,4.27800675,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 42 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 AA 00 EF,0x55,True
mainboardGrey,toACmainboard,4.292526,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,4.34714125,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
wifiOrange,fromACdisplay,4.374695,44,AA 2B AC 00 00 00 00 00 02 04 A6 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 51 00 00 00 00 00 00 00 00 00 00 63 6F A3,0xAA,True
mainboardGrey,toACmainboard,4.452779,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,4.51044225,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,4.57234875,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
Channel 6,toACbusadapter_HAHB,4.57770925,32,AA D0 20 01 00 90 80 5E 00 00 00 00 00 00 00 04 19 00 A2 06 00 00 00 00 00 00 00 00 00 C9 13 55,0xAA,True
mainboardBlue,fromACmainboard,4.60303925,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4E 50 5A 00 06 A3 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 B4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ED 30,0xAA,True
mainboardGrey,toACmainboard,4.70296025,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,4.7608115,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,4.82262875,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,4.87650575,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
Channel 6,toACbusadapter_HAHB,4.87764225,16,AA C4 00 00 00 00 A5 5A 00 00 00 00 00 3B 02 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,4.897691,32,AA C4 00 00 00 00 05 00 02 30 0E 00 00 00 00 00 90 80 5E BC D6 30 8E 00 00 00 00 00 00 00 39 55,0xAA,True
mainboardGrey,toACmainboard,4.98297625,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,5.0417865,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
mainboardGrey,toACmainboard,5.11228875,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,5.1436315,64,AA 30 40 E6 0A F2 12 FA 00 90 01 4E 50 5A 00 06 A3 03 8E 8E 00 00 00 00 00 00 40 01 00 00 00 00 00 00 08 61 2E 72 BD B3 00 01 0D 81 00 37 B4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ED 30,0xAA,True
Channel 6,toACbusadapter_HAHB,5.177763,16,AA C0 00 00 00 00 00 00 00 00 00 00 00 3F 01 55,0xAA,True
bidirectionalExtensionBoard,toACdisplay,5.18035975,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1B FC 4F 00 5A,0xAA,True
Channel 7,fromACbusadapter_HAHB,5.19778925,32,AA C0 00 00 00 00 10 30 94 80 5E 5F 89 00 2D 00 FF 00 00 20 00 00 00 00 00 00 00 FF 00 00 5B 55,0xAA,True
mainboardGrey,toACmainboard,5.24292925,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,5.30044875,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
Channel 6,toACbusadapter_HAHB,5.3572935,16,AA C3 00 00 00 00 90 80 5E 00 00 00 00 3C 93 55,0xAA,True
mainboardGrey,toACmainboard,5.362539,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
Channel 7,fromACbusadapter_HAHB,5.37731,32,AA C3 00 00 00 00 10 30 94 80 5E 5F 89 00 2D 00 FF 00 00 20 00 00 00 00 00 00 00 FF 00 00 58 55,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,5.37840375,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 03 00 00 00 00 00 08 61 2E 72 BD B3 00 51 00 00 00 00 00 00 00 7C 00 EF,0x55,True
mainboardBlue,fromACmainboard,5.41614075,64,AA 31 40 00 5D 31 1B 61 2E 00 00 00 06 37 07 00 B7 88 34 B1 1E 00 0F 17 FE 04 03 07 03 00 00 00 00 00 F9 0A 01 06 00 73 05 64 00 64 00 24 64 00 F0 51 67 00 00 00 00 00 00 00 00 00 00 00 DE 44,0xAA,True
Channel 6,toACbusadapter_HAHB,5.4174115,16,AA C6 00 00 00 00 20 00 00 00 44 19 00 39 84 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,5.43759775,32,AA C6 00 00 00 00 05 00 02 30 0E 20 00 00 00 00 90 80 5E BC D6 30 8E 00 00 00 00 00 00 00 17 55,0xAA,True
mainboardGrey,toACmainboard,5.522938,36,AA 20 24 04 5A 66 00 00 00 40 00 00 00 00 00 00 30 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6E 1C,0xAA,True
mainboardBlue,fromACmainboard,5.580825,29,AA 20 1D 03 00 67 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 7C DD,0xAA,True
bidirectionalExtensionBoard,toACdisplay,5.60504625,38,AA BC 22 AC 00 00 00 00 00 03 02 40 01 2E 66 00 00 00 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1C 3E 4D 00 18,0xAA,True
mainboardGrey,toACmainboard,5.64242625,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
