session,kind,gap_ms,ref_msg_type_hex,ref_start_s
Session 10,command_period,142.883,0x41,168.583968
Session 10,post_tx_total,108.508,0x41,168.618344
Session 10,reply_latency,57.202,0x41,168.726852
Session 10,post_rx_silence,2963.009,0x41,168.861137
Session 10,command_period,3097.295,0x41,168.726852
Session 10,post_tx_total,3062.919,0x41,168.761227
Session 10,command_period,6394.644,0x01,171.824146
Session 10,post_tx_total,6362.352,0x01,171.856438
Session 10,command_period,10624.691,0xa0,178.218790
Session 10,post_tx_total,10590.316,0xa0,178.253165
Session 10,reply_latency,52.296,0x41,188.843481
Session 10,post_rx_silence,812.795,0x41,188.972860
Session 10,command_period,942.174,0x41,188.843481
Session 10,post_tx_total,907.799,0x41,188.877856
Session 10,reply_latency,58.569,0xb1,189.785655
Session 10,post_rx_silence,14.835,0xb1,189.911933
Session 10,command_period,141.113,0xb1,189.785655
Session 10,post_tx_total,115.071,0xb1,189.811697
Session 10,reply_latency,58.864,0x41,189.926768
Session 10,post_rx_silence,308.534,0x41,190.054382
Session 10,command_period,436.148,0x41,189.926768
Session 10,post_tx_total,401.772,0x41,189.961143
Session 10,reply_latency,53.013,0x41,190.362916
Session 10,post_rx_silence,2941.162,0x41,190.484679
Session 10,command_period,3062.926,0x41,190.362916
Session 10,post_tx_total,3028.551,0x41,190.397291
Session 10,command_period,3257.151,0x01,193.425841
Session 10,post_tx_total,3224.860,0x01,193.458133
Session 10,reply_latency,53.195,0x41,196.682993
Session 10,post_rx_silence,14.167,0x41,196.813271
Session 10,command_period,144.445,0x41,196.682993
Session 10,post_tx_total,110.070,0x41,196.717368
Session 10,reply_latency,57.143,0xb1,196.827438
Session 10,post_rx_silence,14.283,0xb1,196.952289
Session 10,command_period,139.134,0xb1,196.827438
Session 10,post_tx_total,113.092,0xb1,196.853480
Session 10,reply_latency,59.556,0x41,196.966572
Session 10,post_rx_silence,7605.712,0x41,197.094879
Session 10,command_period,7734.019,0x41,196.966572
Session 10,post_tx_total,7699.644,0x41,197.000947
Session 10,reply_latency,54.110,0xb1,204.700591
Session 10,post_rx_silence,13.462,0xb1,204.822409
Session 10,command_period,135.281,0xb1,204.700591
Session 10,post_tx_total,109.239,0xb1,204.726632
Session 10,reply_latency,50.398,0x41,204.835872
Session 10,post_rx_silence,14.464,0x41,204.963353
Session 10,command_period,141.946,0x41,204.835872
Session 10,post_tx_total,107.571,0x41,204.870247
Session 10,reply_latency,58.650,0x41,204.977818
Session 10,post_rx_silence,7722.955,0x41,205.105218
Session 10,command_period,7850.355,0x41,204.977818
Session 10,post_tx_total,7815.980,0x41,205.012193
Session 10,reply_latency,58.198,0x41,212.828172
Session 10,post_rx_silence,13.538,0x41,212.963454
Session 10,command_period,148.820,0x41,212.828172
Session 10,post_tx_total,114.445,0x41,212.862548
Session 10,reply_latency,57.959,0xb1,212.976992
Session 10,post_rx_silence,13.884,0xb1,213.102659
Session 10,command_period,139.551,0xb1,212.976992
Session 10,post_tx_total,113.509,0xb1,213.003034
Session 10,reply_latency,59.692,0x41,213.116543
Session 10,post_rx_silence,7447.719,0x41,213.244985
Session 10,command_period,7576.161,0x41,213.116543
Session 10,post_tx_total,7541.786,0x41,213.150918
Session 10,reply_latency,54.376,0x41,220.692704
Session 10,post_rx_silence,14.131,0x41,220.824164
Session 10,command_period,145.591,0x41,220.692704
Session 10,post_tx_total,111.216,0x41,220.727079
Session 10,reply_latency,57.161,0xb1,220.838295
Session 10,post_rx_silence,14.369,0xb1,220.963164
Session 10,command_period,139.239,0xb1,220.838295
Session 10,post_tx_total,113.197,0xb1,220.864337
Session 10,reply_latency,59.443,0x41,220.977534
Session 10,post_rx_silence,3816.725,0x41,221.105727
Session 10,command_period,3944.919,0x41,220.977534
Session 10,post_tx_total,3910.544,0x41,221.011909
Session 10,reply_latency,54.946,0x41,224.922453
Session 10,post_rx_silence,3558.470,0x41,225.054482
Session 10,command_period,3690.499,0x41,224.922453
Session 10,post_tx_total,3656.124,0x41,224.956828
Session 10,reply_latency,50.627,0x40,228.612952
Session 10,post_rx_silence,519.534,0x40,228.744829
Session 10,command_period,651.411,0x40,228.612952
Session 10,post_tx_total,612.870,0x40,228.651493
Session 10,reply_latency,54.003,0xb1,229.264363
Session 10,post_rx_silence,2970.074,0xb1,229.378782
Session 10,command_period,3084.494,0xb1,229.264363
Session 10,post_tx_total,3060.535,0xb1,229.288321
Session 10,command_period,114.244,0xa0,232.348857
Session 10,post_tx_total,79.869,0xa0,232.383232
Session 10,reply_latency,55.187,0x41,232.463101
Session 10,post_rx_silence,13.945,0x41,232.595372
Session 10,command_period,146.216,0x41,232.463101
Session 10,post_tx_total,111.841,0x41,232.497476
Session 10,reply_latency,57.403,0xb1,232.609317
Session 10,post_rx_silence,14.440,0xb1,232.734428
Session 10,command_period,139.551,0xb1,232.609317
Session 10,post_tx_total,113.509,0xb1,232.635359
Session 10,reply_latency,59.343,0x41,232.748868
Session 10,post_rx_silence,7675.721,0x41,232.876961
Session 10,command_period,7803.814,0x41,232.748868
Session 10,post_tx_total,7769.439,0x41,232.783243
Session 10,reply_latency,56.613,0x41,240.552682
Session 10,post_rx_silence,14.394,0x41,240.686378
Session 10,command_period,148.091,0x41,240.552682
Session 10,post_tx_total,113.716,0x41,240.587057
Session 10,reply_latency,58.425,0x41,240.700773
Session 10,post_rx_silence,13.730,0x41,240.827948
Session 10,command_period,140.905,0x41,240.700773
Session 10,post_tx_total,106.530,0x41,240.735148
Session 10,reply_latency,55.995,0xb1,240.841678
Session 10,post_rx_silence,3275.196,0xb1,240.965381
Session 10,command_period,3398.900,0xb1,240.841678
Session 10,post_tx_total,3372.858,0xb1,240.867719
Session 10,reply_latency,54.978,0x40,244.240577
Session 10,post_rx_silence,537.158,0x40,244.376805
Session 10,command_period,673.385,0x40,244.240577
Session 10,post_tx_total,634.844,0x40,244.279119
Session 10,reply_latency,56.371,0xb1,244.913963
Session 10,post_rx_silence,2919.487,0xb1,245.030751
Session 10,command_period,3036.276,0xb1,244.913963
Session 10,post_tx_total,3012.317,0xb1,244.937921
Session 10,command_period,473.848,0xa0,247.950238
Session 10,post_tx_total,439.473,0xa0,247.984613
Session 10,reply_latency,54.434,0xb1,248.424086
Session 10,post_rx_silence,13.868,0xb1,248.546228
Session 10,command_period,136.010,0xb1,248.424086
Session 10,post_tx_total,109.968,0xb1,248.450128
Session 10,reply_latency,59.942,0x41,248.560096
Session 10,post_rx_silence,14.085,0x41,248.697122
Session 10,command_period,151.111,0x41,248.560096
Session 10,post_tx_total,116.736,0x41,248.594471
Session 10,reply_latency,58.924,0x41,248.711207
Session 10,post_rx_silence,7575.843,0x41,248.838881
Session 10,command_period,7703.516,0x41,248.711207
Session 10,post_tx_total,7669.141,0x41,248.745582
Session 10,reply_latency,56.011,0x41,256.414723
Session 10,post_rx_silence,13.538,0x41,256.547818
Session 10,command_period,146.633,0x41,256.414723
Session 10,post_tx_total,112.258,0x41,256.449098
Session 10,reply_latency,57.753,0xb1,256.561356
Session 10,post_rx_silence,13.673,0xb1,256.686818
Session 10,command_period,139.134,0xb1,256.561356
Session 10,post_tx_total,113.093,0xb1,256.587398
Session 10,reply_latency,60.376,0x41,256.700491
Session 10,post_rx_silence,2901.107,0x41,256.829617
Session 10,command_period,3030.234,0x41,256.700491
Session 10,post_tx_total,2995.858,0x41,256.734866
Session 10,command_period,4445.430,0x01,259.730724
Session 10,post_tx_total,4413.138,0x01,259.763016
Session 10,reply_latency,54.723,0x41,264.176154
Session 10,post_rx_silence,733.410,0x41,264.307960
Session 10,command_period,865.216,0x41,264.176154
Session 10,post_tx_total,830.841,0x41,264.210529
Session 10,reply_latency,59.667,0x41,265.041370
Session 10,post_rx_silence,14.050,0x41,265.169787
Session 10,command_period,142.467,0x41,265.041370
Session 10,post_tx_total,108.092,0x41,265.075745
Session 10,reply_latency,55.655,0xb1,265.183837
Session 10,post_rx_silence,239.677,0xb1,265.307200
Session 10,command_period,363.041,0xb1,265.183837
Session 10,post_tx_total,336.999,0xb1,265.209879
Session 10,reply_latency,54.006,0x41,265.546878
Session 10,post_rx_silence,3094.727,0x41,265.669634
Session 10,command_period,3217.483,0x41,265.546878
Session 10,post_tx_total,3183.108,0x41,265.581253
Session 10,command_period,3198.319,0x01,268.764361
Session 10,post_tx_total,3166.028,0x01,268.796652
Session 10,reply_latency,58.490,0x41,271.962680
Session 10,post_rx_silence,13.767,0x41,272.098254
Session 10,command_period,149.341,0x41,271.962680
Session 10,post_tx_total,114.966,0x41,271.997055
Session 10,reply_latency,57.426,0xb1,272.112021
Session 10,post_rx_silence,14.000,0xb1,272.237154
Session 10,command_period,139.134,0xb1,272.112021
Session 10,post_tx_total,113.093,0xb1,272.138062
Session 10,reply_latency,59.831,0x41,272.251155
Session 10,post_rx_silence,3054.533,0x41,272.379736
Session 10,command_period,3183.114,0x41,272.251155
Session 10,post_tx_total,3148.739,0x41,272.285530
Session 10,reply_latency,52.520,0x40,275.434269
Session 10,post_rx_silence,499.625,0x40,275.568039
Session 10,command_period,633.395,0x40,275.434269
Session 10,post_tx_total,594.853,0x40,275.472811
Session 10,reply_latency,53.837,0xb1,276.067664
Session 10,post_rx_silence,2969.617,0xb1,276.181918
Session 10,command_period,3083.872,0xb1,276.067664
Session 10,post_tx_total,3059.913,0xb1,276.091622
Session 10,command_period,8088.964,0xa0,279.151536
Session 10,post_tx_total,8054.589,0xa0,279.185911
Session 10,reply_latency,50.254,0x41,287.240500
Session 10,post_rx_silence,2132.974,0x41,287.367838
Session 10,command_period,2260.312,0x41,287.240500
Session 10,post_tx_total,2225.936,0x41,287.274875
Session 10,reply_latency,56.073,0x40,289.500811
Session 10,post_rx_silence,496.176,0x40,289.638135
Session 10,command_period,633.500,0x40,289.500811
Session 10,post_tx_total,594.958,0x40,289.539353
Session 10,reply_latency,57.071,0xb1,290.134311
Session 10,post_rx_silence,4074.355,0xb1,290.251799
Session 10,command_period,4191.843,0xb1,290.134311
Session 10,post_tx_total,4167.884,0xb1,290.158270
Session 10,reply_latency,54.935,0x41,294.326154
Session 10,post_rx_silence,13.573,0x41,294.458172
Session 10,command_period,145.591,0x41,294.326154
Session 10,post_tx_total,111.216,0x41,294.360529
Session 10,reply_latency,57.470,0xb1,294.471745
Session 10,post_rx_silence,13.956,0xb1,294.596924
Session 10,command_period,139.134,0xb1,294.471745
Session 10,post_tx_total,113.093,0xb1,294.497787
Session 10,reply_latency,59.957,0x41,294.610880
Session 10,post_rx_silence,3011.815,0x41,294.739587
Session 10,command_period,3140.522,0x41,294.610880
Session 10,post_tx_total,3106.147,0x41,294.645255
Session 10,command_period,4612.678,0xa0,297.751402
Session 10,post_tx_total,4578.303,0xa0,297.785777
Session 10,reply_latency,56.972,0x41,302.364080
Session 10,post_rx_silence,13.307,0x41,302.489802
Session 10,command_period,139.030,0x41,302.364080
Session 10,post_tx_total,104.655,0x41,302.398455
Session 10,reply_latency,56.467,0xb1,302.503110
Session 10,post_rx_silence,802.067,0xb1,302.627286
Session 10,command_period,926.243,0xb1,302.503110
Session 10,post_tx_total,900.201,0xb1,302.529152
Session 10,reply_latency,51.609,0x41,303.429353
Session 10,post_rx_silence,6923.827,0x41,303.558046
Session 10,command_period,7052.519,0x41,303.429353
Session 10,post_tx_total,7018.144,0x41,303.463728
Session 10,reply_latency,59.340,0x41,310.481872
Session 10,post_rx_silence,14.375,0x41,310.618296
Session 10,command_period,150.798,0x41,310.481872
Session 10,post_tx_total,116.423,0x41,310.516247
Session 10,reply_latency,58.419,0x41,310.632670
Session 10,post_rx_silence,13.632,0x41,310.759839
Session 10,command_period,140.801,0x41,310.632670
Session 10,post_tx_total,106.426,0x41,310.667045
Session 10,reply_latency,56.066,0xb1,310.773471
Session 10,post_rx_silence,2933.844,0xb1,310.897245
Session 10,command_period,3057.618,0xb1,310.773471
Session 10,post_tx_total,3031.576,0xb1,310.799512
Session 10,command_period,4513.735,0x01,313.831089
Session 10,post_tx_total,4481.444,0x01,313.863380
Session 10,reply_latency,54.906,0xb1,318.344824
Session 10,post_rx_silence,14.437,0xb1,318.467438
Session 10,command_period,137.051,0xb1,318.344824
Session 10,post_tx_total,111.010,0xb1,318.370866
Session 10,reply_latency,59.191,0x41,318.481876
Session 10,post_rx_silence,14.732,0x41,318.618150
Session 10,command_period,151.006,0x41,318.481876
Session 10,post_tx_total,116.631,0x41,318.516251
Session 10,reply_latency,58.356,0x41,318.632882
Session 10,post_rx_silence,7587.346,0x41,318.759988
Session 10,command_period,7714.451,0x41,318.632882
Session 10,post_tx_total,7680.076,0x41,318.667257
Session 10,reply_latency,54.338,0x41,326.347333
Session 10,post_rx_silence,14.378,0x41,326.478755
Session 10,command_period,145.799,0x41,326.347333
Session 10,post_tx_total,111.424,0x41,326.381708
Session 10,reply_latency,56.891,0xb1,326.493133
Session 10,post_rx_silence,13.910,0xb1,326.617732
Session 10,command_period,138.509,0xb1,326.493133
Session 10,post_tx_total,112.468,0xb1,326.519174
Session 10,reply_latency,59.795,0x41,326.631642
Session 10,post_rx_silence,7728.688,0x41,326.760187
Session 10,command_period,7857.232,0x41,326.631642
Session 10,post_tx_total,7822.857,0x41,326.666017
Session 10,reply_latency,52.957,0x41,334.488874
Session 10,post_rx_silence,13.467,0x41,334.618915
Session 10,command_period,143.508,0x41,334.488874
Session 10,post_tx_total,109.133,0x41,334.523249
Session 10,reply_latency,58.002,0xb1,334.632383
Session 10,post_rx_silence,13.528,0xb1,334.758093
Session 10,command_period,139.238,0xb1,334.632383
Session 10,post_tx_total,113.197,0xb1,334.658424
Session 10,reply_latency,50.226,0x41,334.771621
Session 10,post_rx_silence,7486.960,0x41,334.890597
Session 10,command_period,7605.935,0x41,334.771621
Session 10,post_tx_total,7571.560,0x41,334.805996
Session 10,reply_latency,55.298,0x41,342.377556
Session 10,post_rx_silence,13.939,0x41,342.509938
Session 10,command_period,146.320,0x41,342.377556
Session 10,post_tx_total,111.945,0x41,342.411931
Session 10,reply_latency,58.741,0x41,342.523876
Session 10,post_rx_silence,13.413,0x41,342.651368
Session 10,command_period,140.905,0x41,342.523876
Session 10,post_tx_total,106.530,0x41,342.558251
Session 10,reply_latency,56.365,0xb1,342.664781
Session 10,post_rx_silence,7546.128,0xb1,342.788854
Session 10,command_period,7670.201,0xb1,342.664781
Session 10,post_tx_total,7644.159,0xb1,342.690823
Session 10,reply_latency,58.569,0x41,350.334982
Session 10,post_rx_silence,13.479,0x41,350.470635
Session 10,command_period,149.132,0x41,350.334982
Session 10,post_tx_total,114.757,0x41,350.369357
Session 10,reply_latency,57.669,0xb1,350.484114
Session 10,post_rx_silence,13.757,0xb1,350.609491
Session 10,command_period,139.134,0xb1,350.484114
Session 10,post_tx_total,113.093,0xb1,350.510155
Session 10,reply_latency,60.418,0x41,350.623248
Session 10,post_rx_silence,20983.721,0x41,350.752416
Session 10,command_period,21112.890,0x41,350.623248
Session 10,post_tx_total,21078.515,0x41,350.657623
Session 10,command_period,17080.366,0x01,371.736138
Session 10,post_tx_total,17048.074,0x01,371.768429
Session 10,command_period,21827.882,0x01,388.816504
Session 10,post_tx_total,21795.591,0x01,388.848795
Session 10,reply_latency,51.669,0x41,410.644386
Session 10,post_rx_silence,479.021,0x41,410.773138
Session 10,command_period,607.774,0x41,410.644386
Session 10,post_tx_total,573.399,0x41,410.678761
Session 10,reply_latency,59.372,0x40,411.252160
Session 10,post_rx_silence,2963.023,0x40,411.392782
Session 10,command_period,3103.645,0x40,411.252160
Session 10,post_tx_total,3065.104,0x40,411.290701
Session 10,command_period,2015.878,0xa0,414.355805
Session 10,post_tx_total,1981.503,0xa0,414.390180
Session 10,reply_latency,52.480,0xb1,416.371683
Session 10,post_rx_silence,14.259,0xb1,416.491871
Session 10,command_period,134.448,0xb1,416.371683
Session 10,post_tx_total,108.406,0xb1,416.397725
Session 10,reply_latency,59.766,0x41,416.506131
Session 10,post_rx_silence,295.551,0x41,416.634647
Session 10,command_period,424.067,0x41,416.506131
Session 10,post_tx_total,389.692,0x41,416.540506
Session 10,reply_latency,55.646,0x41,416.930198
Session 10,post_rx_silence,7427.889,0x41,417.062927
Session 10,command_period,7560.618,0x41,416.930198
Session 10,post_tx_total,7526.243,0x41,416.964573
Session 10,reply_latency,54.792,0x41,424.490816
Session 10,post_rx_silence,14.132,0x41,424.622691
Session 10,command_period,146.007,0x41,424.490816
Session 10,post_tx_total,111.632,0x41,424.525191
Session 10,reply_latency,57.423,0xb1,424.636823
Session 10,post_rx_silence,13.586,0xb1,424.761955
Session 10,command_period,138.717,0xb1,424.636823
Session 10,post_tx_total,112.676,0xb1,424.662865
Session 10,reply_latency,60.108,0x41,424.775541
Session 10,post_rx_silence,6831.488,0x41,424.904399
Session 10,command_period,6960.347,0x41,424.775541
Session 10,post_tx_total,6925.972,0x41,424.809916
Session 10,command_period,621.521,0x01,431.735887
Session 10,post_tx_total,589.230,0x01,431.768179
Session 10,reply_latency,58.143,0x41,432.357409
Session 10,post_rx_silence,14.843,0x41,432.492635
Session 10,command_period,150.069,0x41,432.357409
Session 10,post_tx_total,115.694,0x41,432.391784
Session 10,reply_latency,56.649,0xb1,432.507477
Session 10,post_rx_silence,14.048,0xb1,432.631835
Session 10,command_period,138.405,0xb1,432.507477
Session 10,post_tx_total,112.364,0xb1,432.533519
Session 10,reply_latency,60.111,0x41,432.645883
Session 10,post_rx_silence,7575.482,0x41,432.774744
Session 10,command_period,7704.343,0x41,432.645883
Session 10,post_tx_total,7669.968,0x41,432.680258
Session 10,reply_latency,54.653,0x41,440.350226
Session 10,post_rx_silence,14.063,0x41,440.481962
Session 10,command_period,145.799,0x41,440.350226
Session 10,post_tx_total,111.424,0x41,440.384601
Session 10,reply_latency,57.315,0xb1,440.496025
Session 10,post_rx_silence,14.110,0xb1,440.621048
Session 10,command_period,139.134,0xb1,440.496025
Session 10,post_tx_total,113.092,0xb1,440.522066
Session 10,reply_latency,59.951,0x41,440.635159
Session 10,post_rx_silence,7745.810,0x41,440.763860
Session 10,command_period,7874.511,0x41,440.635159
Session 10,post_tx_total,7840.136,0x41,440.669534
Session 10,reply_latency,54.971,0x41,448.509670
Session 10,post_rx_silence,14.577,0x41,448.641725
Session 10,command_period,146.632,0x41,448.509670
Session 10,post_tx_total,112.257,0x41,448.544045
Session 10,reply_latency,56.743,0xb1,448.656302
Session 10,post_rx_silence,14.371,0xb1,448.780753
Session 10,command_period,138.822,0xb1,448.656302
Session 10,post_tx_total,112.780,0xb1,448.682344
Session 10,reply_latency,59.631,0x41,448.795123
Session 10,post_rx_silence,7440.675,0x41,448.923504
Session 10,command_period,7569.056,0x41,448.795123
Session 10,post_tx_total,7534.681,0x41,448.829498
Session 10,reply_latency,58.484,0xb1,456.364179
Session 10,post_rx_silence,14.400,0xb1,456.490372
Session 10,command_period,140.592,0xb1,456.364179
Session 10,post_tx_total,114.550,0xb1,456.390221
Session 10,reply_latency,59.362,0x41,456.504772
Session 10,post_rx_silence,13.623,0x41,456.641217
Session 10,command_period,150.069,0x41,456.504772
Session 10,post_tx_total,115.694,0x41,456.539147
Session 10,reply_latency,59.335,0x41,456.654840
Session 10,post_rx_silence,7601.764,0x41,456.782926
Session 10,command_period,7729.849,0x41,456.654840
Session 10,post_tx_total,7695.474,0x41,456.689215
Session 10,reply_latency,57.409,0xb1,464.384689
Session 10,post_rx_silence,14.329,0xb1,464.509807
Session 10,command_period,139.447,0xb1,464.384689
Session 10,post_tx_total,113.405,0xb1,464.410731
Session 10,reply_latency,59.777,0x41,464.524136
Session 10,post_rx_silence,14.250,0x41,464.660997
Session 10,command_period,151.110,0x41,464.524136
Session 10,post_tx_total,116.735,0x41,464.558511
Session 10,reply_latency,58.483,0x41,464.675246
Session 10,post_rx_silence,7041.186,0x41,464.802479
Session 10,command_period,7168.419,0x41,464.675246
Session 10,post_tx_total,7134.044,0x41,464.709621
Session 10,command_period,16160.933,0xa0,471.843665
Session 10,post_tx_total,16126.557,0xa0,471.878040
Session 10,reply_latency,59.506,0x41,488.004597
Session 10,post_rx_silence,738.416,0x41,488.141187
Session 10,command_period,875.005,0x41,488.004597
Session 10,post_tx_total,840.630,0x41,488.038972
Session 10,reply_latency,52.696,0xb1,488.879603
Session 10,post_rx_silence,14.669,0xb1,489.000007
Session 10,command_period,135.073,0xb1,488.879603
Session 10,post_tx_total,109.031,0xb1,488.905644
Session 10,reply_latency,59.115,0x41,489.014676
Session 10,post_rx_silence,224.866,0x41,489.142540
Session 10,command_period,352.731,0x41,489.014676
Session 10,post_tx_total,318.356,0x41,489.049051
Session 10,reply_latency,56.393,0x41,489.367407
Session 10,post_rx_silence,2941.125,0x41,489.492550
Session 10,command_period,3066.268,0x41,489.367407
Session 10,post_tx_total,3031.893,0x41,489.401782
Session 10,command_period,3383.278,0x01,492.433674
Session 10,post_tx_total,3350.986,0x01,492.465966
Session 10,reply_latency,57.208,0x41,495.816953
Session 10,post_rx_silence,14.112,0x41,495.951244
Session 10,command_period,148.403,0x41,495.816953
Session 10,post_tx_total,114.028,0x41,495.851328
Session 10,reply_latency,58.629,0x41,495.965355
Session 10,post_rx_silence,13.526,0x41,496.092735
Session 10,command_period,140.905,0x41,495.965355
Session 10,post_tx_total,106.530,0x41,495.999730
Session 10,reply_latency,55.938,0xb1,496.106261
Session 10,post_rx_silence,7604.874,0xb1,496.229907
Session 10,command_period,7728.520,0xb1,496.106261
Session 10,post_tx_total,7702.479,0xb1,496.132302
Session 10,reply_latency,58.637,0x41,503.834781
Session 10,post_rx_silence,14.140,0x41,503.970502
Session 10,command_period,149.861,0x41,503.834781
Session 10,post_tx_total,115.486,0x41,503.869156
Session 10,reply_latency,58.726,0x41,503.984642
Session 10,post_rx_silence,13.533,0x41,504.112118
Session 10,command_period,141.009,0x41,503.984642
Session 10,post_tx_total,106.634,0x41,504.019017
Session 10,reply_latency,56.237,0xb1,504.125651
Session 10,post_rx_silence,4618.810,0xb1,504.249596
Session 10,command_period,4742.755,0xb1,504.125651
Session 10,post_tx_total,4716.713,0xb1,504.151692
Session 10,command_period,3072.207,0x01,508.868406
Session 10,post_tx_total,3039.916,0x01,508.900697
Session 10,reply_latency,52.131,0x41,511.940613
Session 10,post_rx_silence,18.459,0x41,512.069828
Session 10,command_period,147.674,0x41,511.940613
Session 10,post_tx_total,113.299,0x41,511.974988
Session 10,reply_latency,52.827,0xb1,512.088287
Session 10,post_rx_silence,15.683,0xb1,512.208823
Session 10,command_period,136.219,0xb1,512.088287
Session 10,post_tx_total,110.177,0xb1,512.114329
Session 10,reply_latency,58.138,0x41,512.224506
Session 10,post_rx_silence,7441.560,0x41,512.351394
Session 10,command_period,7568.447,0x41,512.224506
Session 10,post_tx_total,7534.072,0x41,512.258881
Session 10,reply_latency,57.908,0xb1,519.792953
Session 10,post_rx_silence,14.768,0xb1,519.918569
Session 10,command_period,140.384,0xb1,519.792953
Session 10,post_tx_total,114.342,0xb1,519.818995
Session 10,reply_latency,58.966,0x41,519.933337
Session 10,post_rx_silence,14.125,0x41,520.061054
Session 10,command_period,141.842,0x41,519.933337
Session 10,post_tx_total,107.467,0x41,519.967712
Session 10,reply_latency,57.355,0x41,520.075179
Session 10,post_rx_silence,2942.762,0x41,520.209617
Session 10,command_period,3077.200,0x41,520.075179
Session 10,post_tx_total,3042.825,0x41,520.109554
Session 10,command_period,4689.012,0xa0,523.152379
Session 10,post_tx_total,4654.637,0xa0,523.186754
Session 10,reply_latency,50.711,0x41,527.841391
Session 10,post_rx_silence,13.737,0x41,527.960852
Session 10,command_period,133.198,0x41,527.841391
Session 10,post_tx_total,98.823,0x41,527.875766
Session 10,reply_latency,55.929,0xb1,527.974589
Session 10,post_rx_silence,13.519,0xb1,528.098226
Session 10,command_period,137.155,0xb1,527.974589
Session 10,post_tx_total,111.114,0xb1,528.000631
Session 10,reply_latency,50.524,0x41,528.111745
Session 10,post_rx_silence,7572.162,0x41,528.239352
Session 10,command_period,7699.769,0x41,528.111745
Session 10,post_tx_total,7665.394,0x41,528.146120
Session 10,reply_latency,50.512,0x41,535.811514
Session 10,post_rx_silence,13.934,0x41,535.939109
Session 10,command_period,141.529,0x41,535.811514
Session 10,post_tx_total,107.154,0x41,535.845889
Session 10,reply_latency,57.170,0xb1,535.953043
Session 10,post_rx_silence,14.673,0xb1,536.077921
Session 10,command_period,139.551,0xb1,535.953043
Session 10,post_tx_total,113.509,0xb1,535.979085
Session 10,reply_latency,59.501,0x41,536.092594
Session 10,post_rx_silence,5127.921,0x41,536.220845
Session 10,command_period,5256.172,0x41,536.092594
Session 10,post_tx_total,5221.797,0x41,536.126969
Session 10,command_period,2480.360,0xa0,541.348766
Session 10,post_tx_total,2445.985,0xa0,541.383140
Session 10,reply_latency,51.069,0xb1,543.829125
Session 10,post_rx_silence,14.421,0xb1,543.947902
Session 10,command_period,133.198,0xb1,543.829125
Session 10,post_tx_total,107.156,0xb1,543.855167
Session 10,reply_latency,59.324,0x41,543.962323
Session 10,post_rx_silence,14.080,0x41,544.090397
Session 10,command_period,142.154,0x41,543.962323
Session 10,post_tx_total,107.779,0x41,543.996698
Session 10,reply_latency,57.506,0x41,544.104478
Session 10,post_rx_silence,11891.898,0x41,544.239067
Session 10,command_period,12026.488,0x41,544.104478
Session 10,post_tx_total,11992.113,0x41,544.138853
Session 10,command_period,26573.553,0x01,556.130966
Session 10,post_tx_total,26541.261,0x01,556.163257
Session 10,command_period,20945.471,0xa0,582.704518
Session 10,post_tx_total,20911.096,0xa0,582.738893
Session 10,command_period,21004.170,0xa0,603.649990
Session 10,post_tx_total,20969.795,0xa0,603.684365
Session 10,command_period,2997.948,0xa0,624.654160
Session 10,post_tx_total,2963.573,0xa0,624.688535
Session 10,command_period,1268.454,0xa0,627.652108
Session 10,post_tx_total,1234.080,0xa0,627.686483
Session 10,command_period,13397.816,0x01,628.920562
Session 10,post_tx_total,13365.525,0x01,628.952854
Session 10,reply_latency,53.105,0x41,642.318378
Session 10,post_rx_silence,726.279,0x41,642.448567
Session 10,command_period,856.467,0x41,642.318378
Session 10,post_tx_total,822.092,0x41,642.352753
Session 10,reply_latency,54.980,0xb1,643.174846
Session 10,post_rx_silence,13.635,0xb1,643.297534
Session 10,command_period,136.323,0xb1,643.174846
Session 10,post_tx_total,110.281,0xb1,643.200887
Session 10,reply_latency,50.464,0x41,643.311168
Session 10,post_rx_silence,319.329,0x41,643.430383
Session 10,command_period,438.543,0x41,643.311168
Session 10,post_tx_total,404.168,0x41,643.345543
Session 10,reply_latency,51.652,0x41,643.749712
Session 10,post_rx_silence,2961.276,0x41,643.870114
Session 10,command_period,3081.678,0x41,643.749712
Session 10,post_tx_total,3047.303,0x41,643.784087
Session 10,command_period,3007.529,0x01,646.831390
Session 10,post_tx_total,2975.237,0x01,646.863681
Session 10,command_period,15006.192,0xb5,649.838918
Session 10,post_tx_total,14986.400,0xb5,649.858710
Session 10,command_period,20907.010,0xa0,664.845110
Session 10,post_tx_total,20872.635,0xa0,664.879485
Session 10,command_period,9906.653,0xa0,685.752121
Session 10,post_tx_total,9872.278,0xa0,685.786496
Session 10,reply_latency,53.246,0x41,695.658774
Session 10,post_rx_silence,776.647,0x41,695.789102
Session 10,command_period,906.976,0x41,695.658774
Session 10,post_tx_total,872.601,0x41,695.693149
Session 10,reply_latency,54.382,0xb1,696.565749
Session 10,post_rx_silence,14.232,0xb1,696.687839
Session 10,command_period,136.322,0xb1,696.565749
Session 10,post_tx_total,110.281,0xb1,696.591791
Session 10,reply_latency,59.766,0x41,696.702071
Session 10,post_rx_silence,330.543,0x41,696.830587
Session 10,command_period,459.059,0x41,696.702071
Session 10,post_tx_total,424.684,0x41,696.736446
Session 10,reply_latency,50.714,0x41,697.161131
Session 10,post_rx_silence,2951.171,0x41,697.280595
