session,kind,gap_ms,ref_msg_type_hex,ref_start_s
Session 10,command_period,3070.635,0x41,697.161131
Session 10,post_tx_total,3036.261,0x41,697.195506
Session 11,command_period,2905.785,0x01,2.470955
Session 11,post_tx_total,2873.493,0x01,2.503247
Session 11,command_period,9621.833,0x01,5.376740
Session 11,post_tx_total,9589.542,0x01,5.409032
Session 11,command_period,5038.833,0x01,14.998573
Session 11,post_tx_total,5006.541,0x01,15.030865
Session 11,command_period,3130.837,0x01,20.037406
Session 11,post_tx_total,3098.546,0x01,20.069698
Session 11,command_period,7650.102,0x01,23.168243
Session 11,post_tx_total,7617.811,0x01,23.200535
Session 11,command_period,7964.405,0x01,30.818346
Session 11,post_tx_total,7932.113,0x01,30.850637
Session 11,command_period,12328.081,0x01,38.782750
Session 11,post_tx_total,12295.790,0x01,38.815042
Session 11,command_period,8834.203,0x01,51.110832
Session 11,post_tx_total,8801.912,0x01,51.143123
Session 11,command_period,2931.717,0x01,59.945035
Session 11,post_tx_total,2899.425,0x01,59.977327
Session 11,command_period,8556.140,0x01,62.876751
Session 11,post_tx_total,8523.849,0x01,62.909043
Session 11,command_period,19258.434,0x01,71.432892
Session 11,post_tx_total,19226.143,0x01,71.465183
Session 11,reply_latency,54.461,0x41,90.691326
Session 11,post_rx_silence,414.162,0x41,90.822871
Session 11,command_period,545.706,0x41,90.691326
Session 11,post_tx_total,511.331,0x41,90.725701
Session 11,reply_latency,56.974,0xb1,91.237032
Session 11,post_rx_silence,13.827,0xb1,91.361715
Session 11,command_period,138.509,0xb1,91.237032
Session 11,post_tx_total,112.468,0xb1,91.263074
Session 11,reply_latency,59.858,0x41,91.375542
Session 11,post_rx_silence,126.437,0x41,91.504150
Session 11,command_period,255.045,0x41,91.375542
Session 11,post_tx_total,220.670,0x41,91.409917
Session 11,reply_latency,55.010,0x41,91.630587
Session 11,post_rx_silence,6363.376,0x41,91.754347
Session 11,command_period,6487.136,0x41,91.630587
Session 11,post_tx_total,6452.761,0x41,91.664962
Session 11,reply_latency,56.338,0xb1,98.117722
Session 11,post_rx_silence,13.942,0xb1,98.241769
Session 11,command_period,137.989,0xb1,98.117722
Session 11,post_tx_total,111.947,0xb1,98.143764
Session 11,reply_latency,59.816,0x41,98.255711
Session 11,post_rx_silence,14.107,0x41,98.392611
Session 11,command_period,151.006,0x41,98.255711
Session 11,post_tx_total,116.631,0x41,98.290086
Session 11,reply_latency,58.926,0x41,98.406718
Session 11,post_rx_silence,4547.278,0x41,98.534394
Session 11,command_period,4674.954,0x41,98.406718
Session 11,post_tx_total,4640.579,0x41,98.441093
Session 11,reply_latency,59.960,0x40,103.081671
Session 11,post_rx_silence,478.021,0x40,103.222881
Session 11,command_period,619.231,0x40,103.081671
Session 11,post_tx_total,580.689,0x40,103.120213
Session 11,reply_latency,55.099,0xb1,103.700902
Session 11,post_rx_silence,2980.222,0xb1,103.816418
Session 11,command_period,3095.738,0xb1,103.700902
Session 11,post_tx_total,3071.780,0xb1,103.724860
Session 11,command_period,8684.020,0xa0,106.796640
Session 11,post_tx_total,8649.645,0xa0,106.831015
Session 11,reply_latency,51.123,0x40,115.480660
Session 11,post_rx_silence,667.961,0x40,115.613034
Session 11,command_period,800.335,0x40,115.480660
Session 11,post_tx_total,761.793,0x40,115.519202
Session 11,reply_latency,50.623,0x40,116.280995
Session 11,post_rx_silence,103.593,0x40,116.412868
Session 11,command_period,235.466,0x40,116.280995
Session 11,post_tx_total,196.924,0x40,116.319536
Session 11,reply_latency,59.675,0xb1,116.516461
Session 11,post_rx_silence,613.279,0xb1,116.636552
Session 11,command_period,733.371,0xb1,116.516461
Session 11,post_tx_total,709.413,0xb1,116.540419
Session 11,reply_latency,51.817,0x40,117.249832
Session 11,post_rx_silence,13.982,0x40,117.382899
Session 11,command_period,147.049,0x40,117.249832
Session 11,post_tx_total,108.508,0x40,117.288373
Session 11,reply_latency,59.235,0xb1,117.396881
Session 11,post_rx_silence,353.779,0xb1,117.516533
Session 11,command_period,473.431,0xb1,117.396881
Session 11,post_tx_total,449.473,0xb1,117.420839
Session 11,reply_latency,55.966,0xb1,117.870312
Session 11,post_rx_silence,3008.932,0xb1,117.986695
Session 11,command_period,3125.314,0xb1,117.870312
Session 11,post_tx_total,3101.356,0xb1,117.894271
Session 11,command_period,3001.176,0xa0,120.995627
Session 11,post_tx_total,2966.802,0xa0,121.030001
Session 11,command_period,14259.702,0xa0,123.996803
Session 11,post_tx_total,14225.327,0xa0,124.031178
Session 11,reply_latency,58.129,0x41,138.256505
Session 11,post_rx_silence,14.128,0x41,138.391717
Session 11,command_period,149.340,0x41,138.256505
Session 11,post_tx_total,114.965,0x41,138.290880
Session 11,reply_latency,58.525,0x41,138.405845
Session 11,post_rx_silence,14.254,0x41,138.533120
Session 11,command_period,141.529,0x41,138.405845
Session 11,post_tx_total,107.154,0x41,138.440220
Session 11,reply_latency,55.682,0xb1,138.547374
Session 11,post_rx_silence,1418.855,0xb1,138.670764
Session 11,command_period,1542.245,0xb1,138.547374
Session 11,post_tx_total,1516.204,0xb1,138.573416
Session 11,command_period,1505.170,0x01,140.089619
Session 11,post_tx_total,1472.879,0x01,140.121911
Session 11,command_period,4040.413,0xa0,141.594790
Session 11,post_tx_total,4006.038,0xa0,141.629165
Session 11,reply_latency,57.838,0x41,145.635203
Session 11,post_rx_silence,471.708,0x41,145.771167
Session 11,command_period,607.671,0x41,145.635203
Session 11,post_tx_total,572.255,0x41,145.670620
Session 11,reply_latency,51.534,0xb1,146.242875
Session 11,post_rx_silence,11918.165,0xb1,146.354826
Session 11,command_period,12030.116,0xb1,146.242875
Session 11,post_tx_total,12006.158,0xb1,146.266833
Session 11,command_period,4021.147,0x01,158.272991
Session 11,post_tx_total,3988.856,0x01,158.305283
Session 11,reply_latency,58.915,0x41,162.294138
Session 11,post_rx_silence,14.175,0x41,162.430137
Session 11,command_period,150.173,0x41,162.294138
Session 11,post_tx_total,115.798,0x41,162.328513
Session 11,reply_latency,57.043,0xb1,162.444311
Session 11,post_rx_silence,14.383,0xb1,162.569062
Session 11,command_period,139.134,0xb1,162.444311
Session 11,post_tx_total,113.093,0xb1,162.470353
Session 11,reply_latency,59.592,0x41,162.583446
Session 11,post_rx_silence,6023.142,0x41,162.711788
Session 11,command_period,6151.485,0x41,162.583446
Session 11,post_tx_total,6117.110,0x41,162.617821
Session 11,reply_latency,53.637,0x40,168.734930
Session 11,post_rx_silence,480.387,0x40,168.869817
Session 11,command_period,615.274,0x40,168.734930
Session 11,post_tx_total,576.732,0x40,168.773472
Session 11,reply_latency,52.655,0xb1,169.350204
Session 11,post_rx_silence,2929.345,0xb1,169.463276
Session 11,command_period,3042.417,0xb1,169.350204
Session 11,post_tx_total,3018.458,0xb1,169.374162
Session 11,command_period,9208.585,0xa0,172.392621
Session 11,post_tx_total,9174.210,0xa0,172.426996
Session 11,reply_latency,60.182,0x41,181.601206
Session 11,post_rx_silence,492.796,0x41,181.739514
Session 11,command_period,631.103,0x41,181.601206
Session 11,post_tx_total,595.687,0x41,181.636623
Session 11,reply_latency,50.277,0xb1,182.232310
Session 11,post_rx_silence,5929.150,0xb1,182.343004
Session 11,command_period,6039.844,0xb1,182.232310
Session 11,post_tx_total,6015.885,0xb1,182.256268
Session 11,command_period,12434.918,0x01,188.272153
Session 11,post_tx_total,12402.626,0x01,188.304445
Session 11,reply_latency,51.417,0x40,200.707071
Session 11,post_rx_silence,485.835,0x40,200.839738
Session 11,command_period,618.502,0x40,200.707071
Session 11,post_tx_total,579.960,0x40,200.745613
Session 11,reply_latency,57.524,0xb1,201.325573
Session 11,post_rx_silence,2949.262,0xb1,201.443513
Session 11,command_period,3067.203,0xb1,201.325573
Session 11,post_tx_total,3043.244,0xb1,201.349531
Session 11,command_period,13756.068,0xa0,204.392775
Session 11,post_tx_total,13721.693,0xa0,204.427151
Session 11,reply_latency,54.717,0x41,218.148844
Session 11,post_rx_silence,13.999,0x41,218.280644
Session 11,command_period,145.799,0x41,218.148844
Session 11,post_tx_total,111.424,0x41,218.183219
Session 11,reply_latency,57.249,0xb1,218.294643
Session 11,post_rx_silence,14.177,0xb1,218.419601
Session 11,command_period,139.134,0xb1,218.294643
Session 11,post_tx_total,113.093,0xb1,218.320685
Session 11,reply_latency,59.602,0x41,218.433778
Session 11,post_rx_silence,2931.665,0x41,218.562129
Session 11,command_period,3060.017,0x41,218.433778
Session 11,post_tx_total,3025.642,0x41,218.468153
Session 11,command_period,4795.654,0xa0,221.493795
Session 11,post_tx_total,4761.279,0xa0,221.528170
Session 11,reply_latency,54.081,0x41,226.289449
Session 11,post_rx_silence,14.427,0x41,226.420613
Session 11,command_period,145.591,0x41,226.289449
Session 11,post_tx_total,111.216,0x41,226.323824
Session 11,reply_latency,57.002,0xb1,226.435040
Session 11,post_rx_silence,15.049,0xb1,226.559750
Session 11,command_period,139.759,0xb1,226.435040
Session 11,post_tx_total,113.717,0xb1,226.461082
Session 11,reply_latency,58.872,0x41,226.574799
Session 11,post_rx_silence,7451.967,0x41,226.702421
Session 11,command_period,7579.589,0x41,226.574799
Session 11,post_tx_total,7545.214,0x41,226.609174
Session 11,reply_latency,57.181,0xb1,234.154389
Session 11,post_rx_silence,1011.513,0xb1,234.279278
Session 11,command_period,1136.402,0xb1,234.154389
Session 11,post_tx_total,1110.361,0xb1,234.180430
Session 11,reply_latency,52.557,0x41,235.290791
Session 11,post_rx_silence,194.450,0x41,235.420432
Session 11,command_period,324.091,0x41,235.290791
Session 11,post_tx_total,289.716,0x41,235.325166
Session 11,reply_latency,58.312,0x41,235.614882
Session 11,post_rx_silence,6396.523,0x41,235.741944
Session 11,command_period,6523.585,0x41,235.614882
Session 11,post_tx_total,6489.210,0x41,235.649257
Session 11,reply_latency,54.551,0x41,242.138467
Session 11,post_rx_silence,13.645,0x41,242.270101
Session 11,command_period,145.279,0x41,242.138467
Session 11,post_tx_total,110.904,0x41,242.172842
Session 11,reply_latency,57.909,0xb1,242.283746
Session 11,post_rx_silence,13.517,0xb1,242.409363
Session 11,command_period,139.134,0xb1,242.283746
Session 11,post_tx_total,113.093,0xb1,242.309787
Session 11,reply_latency,60.364,0x41,242.422880
Session 11,post_rx_silence,2920.905,0x41,242.551995
Session 11,command_period,3050.019,0x41,242.422880
Session 11,post_tx_total,3015.644,0x41,242.457255
Session 11,command_period,4823.981,0x01,245.472899
Session 11,post_tx_total,4791.689,0x01,245.505191
Session 11,reply_latency,56.651,0x41,250.296880
Session 11,post_rx_silence,13.627,0x41,250.430615
Session 11,command_period,147.362,0x41,250.296880
Session 11,post_tx_total,112.987,0x41,250.331255
Session 11,reply_latency,57.501,0xb1,250.444242
Session 11,post_rx_silence,13.716,0xb1,250.569451
Session 11,command_period,138.926,0xb1,250.444242
Session 11,post_tx_total,112.884,0xb1,250.470283
Session 11,reply_latency,50.176,0x41,250.583168
Session 11,post_rx_silence,5511.534,0x41,250.702094
Session 11,command_period,5630.460,0x41,250.583168
Session 11,post_tx_total,5596.085,0x41,250.617543
Session 11,command_period,1936.216,0xa0,256.213627
Session 11,post_tx_total,1901.841,0xa0,256.248002
Session 11,reply_latency,53.948,0x41,258.149843
Session 11,post_rx_silence,13.518,0x41,258.280875
Session 11,command_period,144.550,0x41,258.149843
Session 11,post_tx_total,110.175,0x41,258.184218
Session 11,reply_latency,57.609,0xb1,258.294393
Session 11,post_rx_silence,13.817,0xb1,258.419710
Session 11,command_period,139.134,0xb1,258.294393
Session 11,post_tx_total,113.093,0xb1,258.320435
Session 11,reply_latency,60.230,0x41,258.433528
Session 11,post_rx_silence,1613.218,0x41,258.562508
Session 11,command_period,1742.198,0x41,258.433528
Session 11,post_tx_total,1707.823,0x41,258.467903
Session 11,command_period,6028.909,0x01,260.175726
Session 11,post_tx_total,5996.617,0x01,260.208018
Session 11,reply_latency,58.527,0x41,266.204635
Session 11,post_rx_silence,14.459,0x41,266.340245
Session 11,command_period,150.069,0x41,266.204635
Session 11,post_tx_total,115.694,0x41,266.239010
Session 11,reply_latency,57.086,0xb1,266.354704
Session 11,post_rx_silence,14.340,0xb1,266.479498
Session 11,command_period,139.134,0xb1,266.354704
Session 11,post_tx_total,113.093,0xb1,266.380746
Session 11,reply_latency,59.317,0x41,266.493838
Session 11,post_rx_silence,2971.628,0x41,266.621905
Session 11,command_period,3099.695,0x41,266.493838
Session 11,post_tx_total,3065.320,0x41,266.528213
Session 11,command_period,21000.735,0xa0,269.593533
Session 11,post_tx_total,20966.360,0xa0,269.627908
Session 11,command_period,158.088,0xa0,290.594268
Session 11,post_tx_total,123.713,0xa0,290.628643
Session 11,reply_latency,60.282,0x41,290.752356
Session 11,post_rx_silence,778.359,0x41,290.889722
Session 11,command_period,915.724,0x41,290.752356
Session 11,post_tx_total,881.349,0x41,290.786731
Session 11,reply_latency,52.831,0xb1,291.668080
Session 11,post_rx_silence,13.387,0xb1,291.788620
Session 11,command_period,133.927,0xb1,291.668080
Session 11,post_tx_total,107.885,0xb1,291.694122
Session 11,reply_latency,50.458,0x41,291.802008
Session 11,post_rx_silence,267.785,0x41,291.921216
Session 11,command_period,386.993,0x41,291.802008
Session 11,post_tx_total,352.618,0x41,291.836383
Session 11,reply_latency,53.396,0x41,292.189001
Session 11,post_rx_silence,6267.720,0x41,292.311147
Session 11,command_period,6389.866,0x41,292.189001
Session 11,post_tx_total,6355.491,0x41,292.223376
Session 11,reply_latency,53.561,0x41,298.578867
Session 11,post_rx_silence,13.593,0x41,298.709512
Session 11,command_period,144.237,0x41,298.578867
Session 11,post_tx_total,109.862,0x41,298.613242
Session 11,reply_latency,57.729,0xb1,298.723104
Session 11,post_rx_silence,13.697,0xb1,298.848541
Session 11,command_period,139.134,0xb1,298.723104
Session 11,post_tx_total,113.093,0xb1,298.749146
Session 11,reply_latency,60.026,0x41,298.862238
Session 11,post_rx_silence,3001.120,0x41,298.991015
Session 11,command_period,3129.896,0x41,298.862238
Session 11,post_tx_total,3095.521,0x41,298.896614
Session 11,command_period,4586.536,0xa0,301.992135
Session 11,post_tx_total,4552.161,0xa0,302.026510
Session 11,reply_latency,52.189,0xb1,306.578671
Session 11,post_rx_silence,14.030,0xb1,306.698568
Session 11,command_period,133.927,0xb1,306.578671
Session 11,post_tx_total,107.885,0xb1,306.604712
Session 11,reply_latency,59.768,0x41,306.712598
Session 11,post_rx_silence,14.260,0x41,306.849449
Session 11,command_period,151.111,0x41,306.712598
Session 11,post_tx_total,116.736,0x41,306.746973
Session 11,reply_latency,58.620,0x41,306.863708
Session 11,post_rx_silence,7742.568,0x41,306.991079
Session 11,command_period,7869.938,0x41,306.863708
Session 11,post_tx_total,7835.563,0x41,306.898083
Session 11,reply_latency,58.539,0x41,314.733647
Session 11,post_rx_silence,13.510,0x41,314.869269
Session 11,command_period,149.132,0x41,314.733647
Session 11,post_tx_total,114.757,0x41,314.768022
Session 11,reply_latency,57.899,0xb1,314.882778
Session 11,post_rx_silence,13.631,0xb1,315.008386
Session 11,command_period,139.238,0xb1,314.882778
Session 11,post_tx_total,113.197,0xb1,314.908820
Session 11,reply_latency,60.258,0x41,315.022017
Session 11,post_rx_silence,2920.699,0x41,315.151024
Session 11,command_period,3049.707,0x41,315.022017
Session 11,post_tx_total,3015.332,0x41,315.056392
Session 11,command_period,4508.325,0x01,318.071723
Session 11,post_tx_total,4476.033,0x01,318.104015
Session 11,reply_latency,51.943,0x41,322.580048
Session 11,post_rx_silence,14.170,0x41,322.709074
Session 11,command_period,143.196,0x41,322.580048
Session 11,post_tx_total,108.821,0x41,322.614423
Session 11,reply_latency,58.696,0x41,322.723244
Session 11,post_rx_silence,13.459,0x41,322.850690
Session 11,command_period,140.905,0x41,322.723244
Session 11,post_tx_total,106.530,0x41,322.757619
Session 11,reply_latency,55.918,0xb1,322.864149
Session 11,post_rx_silence,7292.147,0xb1,322.987775
Session 11,command_period,7415.773,0xb1,322.864149
Session 11,post_tx_total,7389.731,0xb1,322.890190
Session 11,reply_latency,57.403,0x40,330.279922
Session 11,post_rx_silence,480.265,0x40,330.418575
Session 11,command_period,618.918,0x40,330.279922
Session 11,post_tx_total,580.377,0x40,330.318463
Session 11,reply_latency,52.758,0xb1,330.898840
Session 11,post_rx_silence,1831.893,0xb1,331.012015
Session 11,command_period,1945.068,0xb1,330.898840
Session 11,post_tx_total,1921.109,0xb1,330.922798
Session 11,reply_latency,56.163,0x41,332.843908
Session 11,post_rx_silence,481.194,0x41,332.978195
Session 11,command_period,615.482,0x41,332.843908
Session 11,post_tx_total,580.065,0x41,332.879324
Session 11,reply_latency,52.122,0xb1,333.459389
Session 11,post_rx_silence,2779.288,0xb1,333.571928
Session 11,command_period,2891.827,0xb1,333.459389
Session 11,post_tx_total,2867.868,0xb1,333.483348
Session 11,reply_latency,55.581,0x40,336.351216
Session 11,post_rx_silence,666.003,0x40,336.488047
Session 11,command_period,802.834,0x40,336.351216
Session 11,post_tx_total,764.292,0x40,336.389758
Session 11,reply_latency,57.526,0xb1,337.154050
Session 11,post_rx_silence,2919.058,0xb1,337.271993
Session 11,command_period,3037.001,0xb1,337.154050
Session 11,post_tx_total,3013.043,0xb1,337.178008
Session 11,command_period,14419.871,0xa0,340.191051
Session 11,post_tx_total,14385.496,0xa0,340.225426
Session 11,reply_latency,56.988,0xb1,354.610922
Session 11,post_rx_silence,53.908,0xb1,354.735618
Session 11,command_period,178.604,0xb1,354.610922
Session 11,post_tx_total,152.563,0xb1,354.636963
Session 11,reply_latency,59.943,0x41,354.789526
Session 11,post_rx_silence,13.461,0x41,354.918219
Session 11,command_period,142.154,0x41,354.789526
Session 11,post_tx_total,107.779,0x41,354.823901
Session 11,reply_latency,57.860,0x41,354.931680
Session 11,post_rx_silence,5320.661,0x41,355.066623
Session 11,command_period,5455.604,0x41,354.931680
Session 11,post_tx_total,5421.229,0x41,354.966055
Session 11,reply_latency,51.772,0x41,360.387284
Session 11,post_rx_silence,622.637,0x41,360.516139
Session 11,command_period,751.492,0x41,360.387284
Session 11,post_tx_total,717.117,0x41,360.421659
Session 11,reply_latency,60.257,0x41,361.138776
Session 11,post_rx_silence,43.763,0x41,361.276117
Session 11,command_period,181.104,0x41,361.138776
Session 11,post_tx_total,146.728,0x41,361.173151
Session 11,reply_latency,54.790,0x40,361.319880
Session 11,post_rx_silence,1274.361,0x40,361.455919
Session 11,command_period,1410.401,0x40,361.319880
Session 11,post_tx_total,1371.859,0x40,361.358421
Session 11,reply_latency,58.471,0x41,362.730280
Session 11,post_rx_silence,13.994,0x41,362.865834
Session 11,command_period,149.548,0x41,362.730280
Session 11,post_tx_total,115.173,0x41,362.764655
Session 11,reply_latency,57.413,0xb1,362.879829
Session 11,post_rx_silence,14.429,0xb1,363.004950
Session 11,command_period,139.551,0xb1,362.879829
Session 11,post_tx_total,113.509,0xb1,362.905870
Session 11,reply_latency,59.494,0x41,363.019380
Session 11,post_rx_silence,2941.145,0x41,363.147624
Session 11,command_period,3069.389,0x41,363.019380
Session 11,post_tx_total,3035.014,0x41,363.053755
Session 11,command_period,11588.863,0xa0,366.088769
Session 11,post_tx_total,11554.488,0xa0,366.123144
Session 11,reply_latency,59.815,0x41,377.677632
Session 11,post_rx_silence,13.795,0x41,377.814531
Session 11,command_period,150.694,0x41,377.677632
Session 11,post_tx_total,116.319,0x41,377.712007
Session 11,reply_latency,57.494,0xb1,377.828326
Session 11,post_rx_silence,13.933,0xb1,377.953528
Session 11,command_period,139.135,0xb1,377.828326
Session 11,post_tx_total,113.093,0xb1,377.854368
Session 11,reply_latency,59.842,0x41,377.967461
Session 11,post_rx_silence,2162.749,0x41,378.096053
Session 11,command_period,2291.341,0x41,377.967461
Session 11,post_tx_total,2256.966,0x41,378.001836
Session 11,command_period,1008.307,0x01,380.258802
Session 11,post_tx_total,976.015,0x01,380.291093
Session 11,command_period,4569.040,0x01,381.267109
Session 11,post_tx_total,4536.748,0x01,381.299400
Session 11,reply_latency,51.217,0x41,385.836148
Session 11,post_rx_silence,14.270,0x41,385.964449
Session 11,command_period,142.571,0x41,385.836148
Session 11,post_tx_total,108.196,0x41,385.870523
Session 11,reply_latency,56.900,0xb1,385.978719
Session 11,post_rx_silence,34.105,0xb1,386.103327
Session 11,command_period,158.713,0xb1,385.978719
Session 11,post_tx_total,132.672,0xb1,386.004761
Session 11,reply_latency,59.842,0x41,386.137432
Session 11,post_rx_silence,7399.029,0x41,386.266025
Session 11,command_period,7527.622,0x41,386.137432
Session 11,post_tx_total,7493.246,0x41,386.171807
Session 11,reply_latency,51.647,0x41,393.665054
Session 11,post_rx_silence,14.257,0x41,393.793784
Session 11,command_period,142.988,0x41,393.665054
Session 11,post_tx_total,108.612,0x41,393.699429
Session 11,reply_latency,57.070,0xb1,393.808042
Session 11,post_rx_silence,14.773,0xb1,393.932820
Session 11,command_period,139.551,0xb1,393.808042
Session 11,post_tx_total,113.509,0xb1,393.834083
Session 11,reply_latency,58.963,0x41,393.947592
Session 11,post_rx_silence,2405.238,0x41,394.075306
Session 11,command_period,2532.952,0x41,393.947592
Session 11,post_tx_total,2498.577,0x41,393.981967
Session 11,reply_latency,55.787,0x41,396.480544
Session 11,post_rx_silence,868.667,0x41,396.613415
Session 11,command_period,1001.537,0x41,396.480544
Session 11,post_tx_total,967.162,0x41,396.514919
Session 11,reply_latency,54.313,0x41,397.482081
Session 11,post_rx_silence,13.572,0x41,397.605144
Session 11,command_period,136.635,0x41,397.482081
Session 11,post_tx_total,102.260,0x41,397.516457
Session 11,reply_latency,56.140,0xb1,397.618717
Session 11,post_rx_silence,242.837,0xb1,397.742565
Session 11,command_period,366.685,0xb1,397.618717
Session 11,post_tx_total,340.644,0xb1,397.644758
Session 11,reply_latency,50.808,0x41,397.985402
Session 11,post_rx_silence,6311.652,0x41,398.104960
Session 11,command_period,6431.210,0x41,397.985402
Session 11,post_tx_total,6396.835,0x41,398.019777
Session 11,reply_latency,59.177,0x41,404.416612
Session 11,post_rx_silence,13.913,0x41,404.552872
Session 11,command_period,150.173,0x41,404.416612
Session 11,post_tx_total,115.798,0x41,404.450987
Session 11,reply_latency,57.361,0xb1,404.566785
Session 11,post_rx_silence,156.219,0xb1,404.691855
Session 11,command_period,281.289,0xb1,404.566785
Session 11,post_tx_total,255.247,0xb1,404.592827
Session 11,reply_latency,57.655,0x41,404.848074
Session 11,post_rx_silence,7453.288,0x41,404.974479
Session 11,command_period,7579.693,0x41,404.848074
Session 11,post_tx_total,7545.318,0x41,404.882449
Session 11,reply_latency,56.000,0xb1,412.427767
Session 11,post_rx_silence,14.488,0xb1,412.551476
Session 11,command_period,138.197,0xb1,412.427767
Session 11,post_tx_total,112.155,0xb1,412.453809
Session 11,reply_latency,59.360,0x41,412.565964
Session 11,post_rx_silence,14.566,0x41,412.694073
Session 11,command_period,142.675,0x41,412.565964
Session 11,post_tx_total,108.300,0x41,412.600339
Session 11,reply_latency,56.807,0x41,412.708639
Session 11,post_rx_silence,7599.204,0x41,412.842529
Session 11,command_period,7733.094,0x41,412.708639
Session 11,post_tx_total,7698.719,0x41,412.743014
Session 11,reply_latency,53.436,0x41,420.441733
Session 11,post_rx_silence,14.238,0x41,420.572253
Session 11,command_period,144.758,0x41,420.441733
Session 11,post_tx_total,110.383,0x41,420.476109
Session 11,reply_latency,56.978,0xb1,420.586492
Session 11,post_rx_silence,13.511,0xb1,420.711177
Session 11,command_period,138.197,0xb1,420.586492
Session 11,post_tx_total,112.155,0xb1,420.612533
Session 11,reply_latency,60.159,0x41,420.724689
Session 11,post_rx_silence,2910.695,0x41,420.853598
Session 11,command_period,3039.604,0x41,420.724689
Session 11,post_tx_total,3005.229,0x41,420.759064
Session 11,command_period,3457.424,0x01,423.764293
Session 11,post_tx_total,3425.132,0x01,423.796584
Session 11,reply_latency,51.487,0x41,427.221717
Session 11,post_rx_silence,457.855,0x41,427.351329
Session 11,command_period,587.467,0x41,427.221717
Session 11,post_tx_total,552.051,0x41,427.257133
Session 11,reply_latency,55.405,0xb1,427.809184
Session 11,post_rx_silence,934.038,0xb1,427.925006
Session 11,command_period,1049.859,0xb1,427.809184
Session 11,post_tx_total,1025.901,0xb1,427.833142
Session 11,reply_latency,51.005,0x40,428.859043
Session 11,post_rx_silence,490.933,0x40,428.991299
Session 11,command_period,623.188,0x40,428.859043
Session 11,post_tx_total,584.647,0x40,428.897585
Session 11,reply_latency,51.971,0xb1,429.482232
Session 11,post_rx_silence,2989.807,0xb1,429.594619
Session 11,command_period,3102.194,0xb1,429.482232
Session 11,post_tx_total,3078.236,0xb1,429.506190
Session 11,command_period,11751.117,0xa0,432.584426
Session 11,post_tx_total,11716.742,0xa0,432.618801
Session 11,reply_latency,56.989,0xb5,444.335542
Session 11,post_rx_silence,434.026,0xb5,444.464406
Session 11,command_period,562.890,0xb5,444.335542
Session 11,post_tx_total,547.265,0xb5,444.351167
Session 11,reply_latency,52.877,0xb5,444.898432
Session 11,post_rx_silence,465.006,0xb5,445.022143
Session 11,command_period,588.717,0xb5,444.898432
Session 11,post_tx_total,572.050,0xb5,444.915099
Session 11,reply_latency,56.442,0x41,445.487149
Session 11,post_rx_silence,438.216,0x41,445.620675
Session 11,command_period,571.742,0x41,445.487149
Session 11,post_tx_total,537.367,0x41,445.521524
Session 11,reply_latency,52.608,0xb5,446.058891
Session 11,post_rx_silence,476.419,0xb5,446.182333
Session 11,command_period,599.860,0xb5,446.058891
Session 11,post_tx_total,583.194,0xb5,446.075558
Session 11,reply_latency,54.922,0x41,446.658751
Session 11,post_rx_silence,424.115,0x41,446.790757
Session 11,command_period,556.120,0x41,446.658751
Session 11,post_tx_total,521.745,0x41,446.693126
Session 11,reply_latency,56.241,0xb5,447.214872
Session 11,post_rx_silence,169.211,0xb5,447.341946
Session 11,command_period,296.285,0xb5,447.214872
Session 11,post_tx_total,279.619,0xb5,447.231538
Session 11,reply_latency,52.322,0x41,447.511157
Session 11,post_rx_silence,723.313,0x41,447.640562
Session 11,command_period,852.718,0x41,447.511157
Session 11,post_tx_total,818.343,0x41,447.545532
Session 11,reply_latency,59.517,0x41,448.363875
Session 11,post_rx_silence,389.529,0x41,448.492142
Session 11,command_period,517.796,0x41,448.363875
Session 11,post_tx_total,483.421,0x41,448.398250
Session 11,reply_latency,59.941,0xb1,448.881671
Session 11,post_rx_silence,173.843,0xb1,449.009320
Session 11,command_period,301.492,0xb1,448.881671
Session 11,post_tx_total,275.451,0xb1,448.907713
Session 11,reply_latency,60.069,0x41,449.183163
Session 11,post_rx_silence,14.272,0x41,449.311983
Session 11,command_period,143.092,0x41,449.183163
Session 11,post_tx_total,108.717,0x41,449.217538
Session 11,command_period,3022.837,,449.326255
Session 11,post_tx_total,3011.379,,449.337713
Session 11,reply_latency,56.172,0x00,452.349092
Session 11,post_rx_silence,2559.555,0x00,452.479223
Session 11,command_period,2689.686,0x00,452.349092
Session 11,post_tx_total,2657.394,0x00,452.381384
Session 11,reply_latency,54.249,0x41,455.038778
Session 11,post_rx_silence,13.636,0x41,455.161777
Session 11,command_period,136.635,0x41,455.038778
Session 11,post_tx_total,102.260,0x41,455.073153
Session 11,reply_latency,57.595,0x41,455.175413
Session 11,post_rx_silence,17.265,0x41,455.310092
Session 11,command_period,151.944,0x41,455.175413
Session 11,post_tx_total,117.569,0x41,455.209788
Session 11,reply_latency,53.855,0xb1,455.327357
Session 11,post_rx_silence,7564.667,0xb1,455.448921
Session 11,command_period,7686.230,0xb1,455.327357
Session 11,post_tx_total,7660.189,0xb1,455.353399
Session 11,reply_latency,59.171,0x41,463.013587
Session 11,post_rx_silence,14.023,0x41,463.149841
Session 11,command_period,150.278,0x41,463.013587
Session 11,post_tx_total,115.903,0x41,463.047962
Session 11,reply_latency,58.898,0x41,463.163865
Session 11,post_rx_silence,13.152,0x41,463.291513
