channel,direction,start_time,packet_len,packet_content,start_byte,valid_start
mainboardGrey,toACmainboard,14.49829825,1,FF,0xFF,False
mainboardBlue,fromACmainboard,14.52643925,1,FF,0xFF,False
wifiBrown,toACdisplay,14.8360065,12,AA 0B FF F4 00 00 01 00 00 07 00 FA,0xAA,True
wifiBrown,toACdisplay,15.34848825,31,AA 1E FF E1 00 00 01 00 00 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C,0xAA,True
mainboardGrey,toACmainboard,15.352912,10,AA FF 0A 95 E7 0F 59 01 31 E1,0xAA,True
bidirectionalExtensionBoard,toACdisplay,15.3784575,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 DA AD 00 7C,0xAA,True
mainboardBlue,fromACmainboard,15.38350625,10,AA FF 0A 95 E7 0F 59 01 31 E1,0xAA,True
wifiOrange,fromACdisplay,15.43284,33,AA 20 AC 00 00 00 00 00 02 65 00 AC 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 21,0xAA,True
mainboardGrey,toACmainboard,15.4333115,21,AA 50 15 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AB EA,0xAA,True
wifiBrown,toACdisplay,15.468043,31,AA 1E AC B2 00 00 00 00 02 A0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2,0xAA,True
mainboardBlue,fromACmainboard,15.475295,64,AA 50 40 96 04 20 00 0C 18 41 00 0E 0D 0A 00 23 1E 10 1E 10 1E 10 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA A0,0xAA,True
wifiOrange,fromACdisplay,15.5529265,40,AA 27 AC 00 00 00 00 00 02 A0 00 AC 08 00 16 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6A 57,0xAA,True
mainboardGrey,toACmainboard,15.58345125,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
wifiBrown,toACdisplay,15.59561675,31,AA 1E AC B2 00 00 00 00 02 0D 01 01 04 00 00 00 00 FF 02 01 00 00 00 00 09 00 02 00 00 00 62,0xAA,True
mainboardBlue,fromACmainboard,15.640777,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,15.703128,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,15.73377175,64,AA 30 40 96 05 78 05 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0C 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E0 20,0xAA,True
mainboardGrey,toACmainboard,15.83342675,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
mainboardBlue,fromACmainboard,15.89165225,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,15.95334625,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,16.00790975,64,AA 31 40 00 00 2C 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 00 64 00 F0 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 81 BB,0xAA,True
mainboardGrey,toACmainboard,16.11361675,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
mainboardBlue,fromACmainboard,16.17095075,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,16.233138,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,16.26410175,64,AA 30 40 96 05 78 05 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0C 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E0 20,0xAA,True
mainboardGrey,toACmainboard,16.36348975,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
mainboardBlue,fromACmainboard,16.42194425,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
mainboardGrey,toACmainboard,16.48337525,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,16.536582,64,AA 31 40 00 00 2C 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 00 64 00 F0 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 81 BB,0xAA,True
bidirectionalExtensionBoard,toACdisplay,16.53968325,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 DA AD 00 7C,0xAA,True
mainboardGrey,toACmainboard,16.643684,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
mainboardBlue,fromACmainboard,16.70096625,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,16.737055,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 00 86 66 7F 7F 00 00 00 00 00 4E FF 0A 00 03 00 00 00 00 00 00 00 01 00 00 00 00 00 00 21 00 EF,0x55,True
mainboardGrey,toACmainboard,16.76331925,10,AA 30 0A 00 FF 03 00 00 42 82,0xAA,True
mainboardBlue,fromACmainboard,16.794032,64,AA 30 40 96 05 78 05 3C F6 3C F6 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0C 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E0 20,0xAA,True
mainboardGrey,toACmainboard,16.893766,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
mainboardBlue,fromACmainboard,16.95186075,29,AA 20 1D 05 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 47 76,0xAA,True
bidirectionalExtensionBoard,toACdisplay,16.99019775,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 7C D6 00 DA,0xAA,True
mainboardGrey,toACmainboard,17.01328975,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,17.066502,64,AA 31 40 00 00 2C 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 00 64 00 F0 64 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 81 BB,0xAA,True
mainboardGrey,toACmainboard,17.17395775,36,AA 20 24 03 4A 66 00 00 00 00 00 00 00 00 00 00 00 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 D2,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,17.18910275,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 00 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 28 00 00 00 00 80 80 80 80 00 00 54 00 EF,0x55,True
