channel,direction,start_time,packet_len,packet_content,start_byte,valid_start
mainboardGrey,toACmainboard,1.710371,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,1.768506,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,1.830015,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
Channel 6,toACbusadapter_HAHB,1.84585875,16,AA C4 05 00 00 00 A5 5A 00 00 00 00 00 3B FD 55,0xAA,True
mainboardBlue,fromACmainboard,1.8604895,64,AA 30 40 60 09 72 06 2C 01 08 02 19 32 5A 00 02 AF 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD 06,0xAA,True
Channel 7,fromACbusadapter_HAHB,1.86581625,32,AA C4 00 00 05 00 05 00 02 30 0E 00 00 00 00 00 84 80 58 BC D6 32 4C 00 00 00 00 00 00 00 86 55,0xAA,True
mainboardGrey,toACmainboard,1.96044325,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,2.0186325,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,2.080184,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,2.134369,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 01 06 03 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 39 2E,0xAA,True
Channel 6,toACbusadapter_HAHB,2.1459065,16,AA C0 05 00 00 00 00 00 00 00 00 00 00 3F FC 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,2.16587375,32,AA C0 00 00 05 00 10 30 84 80 58 58 47 00 2F 00 FF 00 00 20 00 00 00 00 00 00 00 FF 00 00 B3 55,0xAA,True
mainboardGrey,toACmainboard,2.2403175,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,toACdisplay,2.2741695,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 13 19 9C 00 3D,0xAA,True
mainboardBlue,fromACmainboard,2.2993345,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,2.3698795,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,2.40050425,64,AA 30 40 60 09 72 06 2C 01 08 02 19 32 5A 00 02 AF 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD 06,0xAA,True
Channel 6,toACbusadapter_HAHB,2.44596475,16,AA C4 05 00 00 00 A5 5A 00 00 00 00 00 3B FD 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,2.465912,32,AA C4 00 00 05 00 05 00 02 30 0E 00 00 00 00 00 84 80 58 BC D6 32 4C 00 00 00 00 00 00 00 86 55,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,2.471703,44,55 BC 28 AC 00 00 00 00 00 03 03 C0 01 88 66 7F 7F 00 00 80 00 00 62 3C 0C 00 20 19 00 00 00 00 00 00 01 00 00 00 00 00 00 15 00 EF,0x55,True
mainboardGrey,toACmainboard,2.50037625,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,2.55822775,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,2.62011825,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,2.6740485,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 01 06 03 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 39 2E,0xAA,True
Channel 6,toACbusadapter_HAHB,2.74615825,32,AA D0 20 01 00 84 80 58 00 00 00 00 00 00 00 06 18 00 60 31 00 00 00 00 00 00 00 00 00 24 E0 55,0xAA,True
mainboardGrey,toACmainboard,2.78015475,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,2.837914,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,2.90007875,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,2.93041375,64,AA 30 40 60 09 72 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 9D,0xAA,True
mainboardGrey,toACmainboard,3.03020475,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
Channel 6,toACbusadapter_HAHB,3.04604975,16,AA C4 01 00 00 00 A5 5A 00 00 00 00 00 3B 01 55,0xAA,True
mainboardBlue,fromACmainboard,3.088689,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,3.1502295,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,3.2043225,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 01 06 03 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 39 2E,0xAA,True
wifiOrange,fromACdisplay,3.25205775,33,AA 20 AC 00 00 00 00 00 02 05 A0 19 80 66 7F 7F 00 00 80 00 00 00 00 00 00 00 00 00 00 00 EB 9B 8A,0xAA,True
wifiBrown,toACdisplay,3.30535325,33,AA 20 AC 00 00 00 00 00 02 05 A0 19 80 66 7F 7F 00 00 80 00 00 00 00 00 00 00 00 00 00 00 EB 9B 8A,0xAA,True
mainboardGrey,toACmainboard,3.310342,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
Channel 6,toACbusadapter_HAHB,3.34637875,32,AA D0 20 01 00 84 80 58 00 00 00 00 00 00 00 06 18 00 60 31 00 00 00 00 00 00 00 00 00 24 E0 55,0xAA,True
mainboardBlue,fromACmainboard,3.36844125,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,toACdisplay,3.3734085,38,AA BC 22 AC 00 00 00 00 00 03 03 93 00 80 84 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 96 CD 3E 00 89,0xAA,True
mainboardGrey,toACmainboard,3.42989875,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,3.460973,64,AA 30 40 60 09 72 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 9D,0xAA,True
mainboardGrey,toACmainboard,3.560606,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,3.57176025,44,55 BC 28 AC 00 00 00 00 00 03 03 93 00 00 84 00 00 00 00 00 10 30 05 00 02 30 0E 00 BC D6 4E 00 00 00 00 80 80 80 80 00 00 AA 00 EF,0x55,True
mainboardBlue,fromACmainboard,3.61854475,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
Channel 6,toACbusadapter_HAHB,3.64629125,16,AA C4 05 00 00 00 A5 5A 00 00 00 00 00 3B FD 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,3.66639175,32,AA C4 00 00 05 00 05 00 02 30 0E 00 00 00 00 00 84 80 58 BC D6 32 4C 00 00 00 00 00 00 00 86 55,0xAA,True
mainboardGrey,toACmainboard,3.6799025,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,3.73445625,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 02 02 02 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 81 EA,0xAA,True
mainboardGrey,toACmainboard,3.84047525,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,3.8990165,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
Channel 6,toACbusadapter_HAHB,3.946339,16,AA C0 05 00 00 00 00 00 00 00 00 00 00 3F FC 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,3.966334,32,AA C0 00 00 05 00 10 30 84 80 58 58 47 00 2F 00 FF 00 00 20 00 00 00 00 00 00 00 FF 00 00 B3 55,0xAA,True
mainboardGrey,toACmainboard,3.9701175,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,4.00027975,64,AA 30 40 60 09 A4 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB A6,0xAA,True
mainboardGrey,toACmainboard,4.10049025,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,4.1578435,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,4.220172,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
Channel 6,toACbusadapter_HAHB,4.24638675,16,AA C4 05 00 00 00 A5 5A 00 00 00 00 00 3B FD 55,0xAA,True
Channel 7,fromACbusadapter_HAHB,4.26637425,32,AA C4 00 00 05 00 05 00 02 30 0E 00 00 00 00 00 84 80 58 BC D6 32 4E 00 00 00 00 00 00 00 84 55,0xAA,True
mainboardBlue,fromACmainboard,4.2736205,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 02 02 02 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 81 EA,0xAA,True
mainboardGrey,toACmainboard,4.380439,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,4.43848375,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
bidirectionalExtensionBoard,toACdisplay,4.47258925,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1B 73 51 00 E3,0xAA,True
mainboardGrey,toACmainboard,4.5001515,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,4.5304775,64,AA 30 40 60 09 A4 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB A6,0xAA,True
Channel 6,toACbusadapter_HAHB,4.54660125,32,AA D0 20 01 00 84 80 58 00 00 00 00 00 00 00 06 18 00 60 32 00 00 00 00 00 00 00 00 00 6F 94 55,0xAA,True
mainboardGrey,toACmainboard,4.63061325,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
bidirectionalExtensionBoard,fromACdisplay,4.66977575,38,55 BC 22 AC 00 00 00 00 00 03 03 C1 21 01 41 32 5A 00 02 EA 03 4E 40 38 3C 13 00 00 00 00 00 00 00 00 00 78 00 EF,0x55,True
mainboardBlue,fromACmainboard,4.68932975,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,4.76017825,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,4.813685,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 02 02 02 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 81 EA,0xAA,True
Channel 6,toACbusadapter_HAHB,4.84648225,16,AA C4 02 00 00 00 A5 5A 00 00 00 00 00 3B 00 55,0xAA,True
mainboardGrey,toACmainboard,4.920346,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,4.97819075,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,5.0401635,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
mainboardBlue,fromACmainboard,5.0715355,64,AA 30 40 60 09 A4 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB A6,0xAA,True
Channel 6,toACbusadapter_HAHB,5.1465925,32,AA D0 20 01 00 84 80 58 00 00 00 00 00 00 00 06 18 00 60 32 00 00 00 00 00 00 00 00 00 6F 94 55,0xAA,True
mainboardGrey,toACmainboard,5.17065525,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
mainboardBlue,fromACmainboard,5.2287085,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,5.2902265,32,AA 31 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4B 64,0xAA,True
mainboardBlue,fromACmainboard,5.34433025,64,AA 31 40 00 4E 5A 1B 61 3E 00 00 00 00 4A 07 00 B7 88 34 B1 1E 00 10 16 FF 02 02 02 02 00 00 00 00 00 FD 07 01 06 00 91 01 64 00 64 00 00 64 00 F0 49 00 00 00 00 00 00 00 00 00 00 00 00 81 EA,0xAA,True
Channel 6,toACbusadapter_HAHB,5.44669225,16,AA C4 05 00 00 00 A5 5A 00 00 00 00 00 3B FD 55,0xAA,True
mainboardGrey,toACmainboard,5.4505715,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
Channel 7,fromACbusadapter_HAHB,5.46677975,32,AA C4 00 00 05 00 05 00 02 30 0E 00 00 00 00 00 84 80 58 BC D6 32 4E 00 00 00 00 00 00 00 84 55,0xAA,True
mainboardBlue,fromACmainboard,5.508563,29,AA 20 1D 03 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 FF 00 00 00 00 00 00 00 5F 61,0xAA,True
mainboardGrey,toACmainboard,5.57004525,10,AA 30 0A 01 FF 03 00 4E D6 9F,0xAA,True
bidirectionalExtensionBoard,toACdisplay,5.57181925,38,AA BC 22 AC 00 00 00 00 00 03 03 41 81 01 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A3 C7 C8 00 8F,0xAA,True
mainboardBlue,fromACmainboard,5.60063325,64,AA 30 40 60 09 D6 06 2C 01 08 02 1A 32 5A 00 02 AE 03 00 00 00 00 02 00 00 00 00 01 00 00 00 00 00 00 08 61 3E 72 B3 B3 00 01 11 D3 00 0F E6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6C F3,0xAA,True
mainboardGrey,toACmainboard,5.70058025,36,AA 20 24 03 4E 66 00 00 00 40 00 00 00 00 00 00 90 00 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E1 56,0xAA,True
Channel 6,toACbusadapter_HAHB,5.74677125,16,AA C0 05 00 00 00 00 00 00 00 00 00 00 3F FC 55,0xAA,True
