Time [s],MideaIR
129.087072000,1
129.088718000,0
129.089222125,1
129.090868375,0
129.091372750,1
129.091943500,0
129.092447750,1
129.093018625,0
129.093522875,1
129.094093750,0
129.094597750,1
129.095168750,0
129.095672750,1
129.097319125,0
129.097823000,1
129.099469250,0
129.099973125,1
129.100544375,0
129.101048375,1
129.101619375,0
129.102123500,1
129.102694750,0
129.103199000,1
129.103769875,0
129.104273875,1
129.104844875,0
129.105349000,1
129.105920125,0
129.106424125,1
129.106994875,0
129.107499000,1
129.109145375,0
129.109649125,1
129.110220375,0
129.110724375,1
129.111295625,0
129.111799375,1
129.112370375,0
129.112874625,1
129.113445625,0
129.113949625,1
129.114521000,0
129.115024750,1
129.115596125,0
129.116100000,1
129.116671125,0
129.117174875,1
129.117746375,0
129.118250000,1
129.118821125,0
129.119325000,1
129.119896250,0
129.120400125,1
129.120971375,0
129.121475125,1
129.122046375,0
129.122550250,1
129.123121500,0
129.123625250,1
129.124196625,0
129.124700375,1
129.125271875,0
129.125775250,1
129.126346875,0
129.126850875,1
129.127422250,0
129.127926000,1
129.128497500,0
129.129000750,1
129.129572500,0
129.130075875,1
129.130647250,0
129.131150875,1
129.131722625,0
129.132226000,1
129.132797625,0
129.133301125,1
129.133872625,0
129.134376250,1
129.134947875,0
129.135451000,1
129.137098250,0
129.137601500,1
129.138173250,0
129.138676625,1
129.140323750,0
129.140827000,1
129.142473750,0
129.142977000,1
129.144623750,0
129.145127000,1
129.146774125,0
129.147277375,1
129.147849125,0
129.148352500,1
129.149999250,0
129.150502500,1
129.155742000,0
129.160103250,1
129.164526750,0
129.165029375,1
129.166676375,0
129.167179250,1
129.168826500,0
129.169329750,1
129.169901500,0
129.170404625,1
129.170976750,0
129.171480125,1
129.172052000,0
129.172555250,1
129.173126875,0
129.173629750,1
129.175277625,0
129.175780500,1
129.177427750,0
129.177930625,1
129.178502750,0
129.179005500,1
129.179577625,0
129.180080500,1
129.180652750,0
129.181155625,1
129.181727875,0
129.182230625,1
129.182802875,0
129.183305875,1
129.183878000,0
129.184381000,1
129.184953375,0
129.185456125,1
129.187104000,0
129.187606625,1
129.188178750,0
129.188681500,1
129.189253875,0
129.189756750,1
129.190329000,0
129.190831625,1
129.191403875,0
129.191906750,1
129.192479125,0
129.192981750,1
129.193554250,0
129.194057000,1
129.194629375,0
129.195132125,1
129.195704500,0
129.196207125,1
129.196779625,0
129.197282250,1
129.197854750,0
129.198357500,1
129.198930500,0
129.199432750,1
129.200005250,0
129.200507875,1
129.201080500,0
129.201583250,1
129.202155625,0
129.202658000,1
129.203230375,0
129.203732750,1
129.204305500,0
129.204807875,1
129.205380500,0
129.205883000,1
129.206455750,0
129.206958000,1
129.207530875,0
129.208033250,1
129.208605875,0
129.209108375,1
129.209681125,0
129.210183375,1
129.210756625,0
129.211258750,1
129.211831625,0
129.212333875,1
129.212906875,0
129.213409000,1
129.215056750,0
129.215559000,1
129.216131875,0
129.216634250,1
129.218282250,0
129.218784375,1
129.220432625,0
129.220934750,1
129.222582750,0
129.223085250,1
129.224733375,0
129.225235125,1
129.225808250,0
129.226310250,1
129.227958375,0
129.228460500,1
145.342991500,0
145.347411375,1
145.351775000,0
145.352336000,1
145.353924875,0
145.354487750,1
145.354997625,0
145.355561750,1
145.357148375,0
145.357711625,1
145.359299000,0
145.359862875,1
145.361476250,0
145.362012375,1
145.362525375,0
145.363087500,1
145.363599125,0
145.364162750,1
145.365750250,0
145.366312375,1
145.366824500,0
145.367387375,1
145.368976875,0
145.369538000,1
145.370050750,0
145.370613125,1
145.371125500,0
145.371689000,1
145.372201250,0
145.372763625,1
145.374350000,0
145.374913750,1
145.376500625,0
145.377064000,1
145.377577125,0
145.378138750,1
145.379726125,0
145.380288875,1
145.381876125,0
145.382439500,1
145.384026250,0
145.384589625,1
145.386177250,0
145.386739875,1
145.387251750,0
145.387815000,1
